[Ess] [TERRAIN] 1  x=2044.57  y=-29.83  z=-1071.45
[Ess] [TERRAIN] 2786  x=1109.97  y=-101.40  z=2332.85
[Ess] [TERRAIN] 2787  x=1102.44  y=-101.40  z=2328.16
[Ess] [TERRAIN] 2788  x=1095.09  y=-101.41  z=2323.57
[Ess] [TERRAIN] 2789  x=1088.32  y=-101.41  z=2319.34
[Ess] [TERRAIN] 2790  x=1082.89  y=-101.40  z=2315.95
[Ess] [TERRAIN] 2791  x=1075.58  y=-101.41  z=2311.39
[Ess] [TERRAIN] 2792  x=1070.25  y=-101.40  z=2308.05
[Ess] [TERRAIN] 2793  x=1063.50  y=-101.40  z=2303.82
[Ess] [TERRAIN] 2794  x=1056.19  y=-101.40  z=2299.26
[Ess] [TERRAIN] 2795  x=1049.01  y=-101.40  z=2294.78
[Ess] [TERRAIN] 2796  x=1042.18  y=-101.40  z=2290.51
[Ess] [TERRAIN] 2797  x=1034.95  y=-101.40  z=2286.01
[Ess] [TERRAIN] 2798  x=1027.62  y=-101.40  z=2281.45
[Ess] [TERRAIN] 2799  x=1021.20  y=-101.40  z=2277.45
[Ess] [TERRAIN] 2800  x=1015.25  y=-101.40  z=2273.75
[Ess] [TERRAIN] 2801  x=1007.86  y=-101.41  z=2269.17
[Ess] [TERRAIN] 2802  x=1002.62  y=-101.40  z=2265.91
[Ess] [TERRAIN] 2803  x=995.82  y=-101.40  z=2261.67
[Ess] [TERRAIN] 2804  x=988.36  y=-101.40  z=2257.05
[Ess] [TERRAIN] 2805  x=981.24  y=-101.41  z=2252.63
[Ess] [TERRAIN] 2806  x=974.39  y=-101.40  z=2248.37
[Ess] [TERRAIN] 2807  x=968.85  y=-101.40  z=2244.92
[Ess] [TERRAIN] 2808  x=961.72  y=-101.40  z=2240.45
[Ess] [TERRAIN] 2809  x=954.67  y=-101.41  z=2236.14
[Ess] [TERRAIN] 2810  x=948.03  y=-101.41  z=2232.22
[Ess] [TERRAIN] 2811  x=940.45  y=-101.40  z=2227.86
[Ess] [TERRAIN] 2812  x=933.22  y=-101.41  z=2223.80
[Ess] [TERRAIN] 2813  x=926.32  y=-101.41  z=2219.94
[Ess] [TERRAIN] 2814  x=918.69  y=-101.41  z=2215.58
[Ess] [TERRAIN] 2815  x=912.54  y=-101.40  z=2212.09
[Ess] [TERRAIN] 2816  x=905.81  y=-101.41  z=2208.28
[Ess] [TERRAIN] 2817  x=900.42  y=-101.40  z=2205.25
[Ess] [TERRAIN] 2818  x=892.87  y=-101.41  z=2200.97
[Ess] [TERRAIN] 2819  x=886.81  y=-101.40  z=2197.57
[Ess] [TERRAIN] 2820  x=881.78  y=-101.40  z=2194.76
[Ess] [TERRAIN] 2821  x=874.37  y=-101.40  z=2190.63
[Ess] [TERRAIN] 2822  x=868.68  y=-101.40  z=2187.48
[Ess] [TERRAIN] 2823  x=861.27  y=-100.85  z=2183.40
[Ess] [TERRAIN] 2824  x=855.41  y=-99.79  z=2180.20
[Ess] [TERRAIN] 2825  x=847.83  y=-99.40  z=2176.09
[Ess] [TERRAIN] 2826  x=840.58  y=-99.34  z=2172.20
[Ess] [TERRAIN] 2827  x=833.46  y=-99.06  z=2168.39
[Ess] [TERRAIN] 2828  x=827.66  y=-98.01  z=2165.33
[Ess] [TERRAIN] 2829  x=820.25  y=-93.71  z=2161.45
[Ess] [TERRAIN] 2830  x=812.77  y=-83.87  z=2157.55
[Ess] [TERRAIN] 2831  x=805.58  y=-69.91  z=2153.84
[Ess] [TERRAIN] 2832  x=797.97  y=-57.81  z=2149.89
[Ess] [TERRAIN] 2833  x=792.39  y=-54.45  z=2147.07
[Ess] [TERRAIN] 2834  x=784.84  y=-53.30  z=2143.48
[Ess] [TERRAIN] 2835  x=777.33  y=-52.45  z=2140.03
[Ess] [TERRAIN] 2836  x=769.62  y=-50.43  z=2136.66
[Ess] [TERRAIN] 2837  x=762.17  y=-47.28  z=2133.46
[Ess] [TERRAIN] 2838  x=756.21  y=-44.27  z=2130.92
[Ess] [TERRAIN] 2839  x=750.20  y=-41.49  z=2128.39
[Ess] [TERRAIN] 2840  x=742.25  y=-36.12  z=2125.07
[Ess] [TERRAIN] 2841  x=734.77  y=-30.26  z=2122.00
[Ess] [TERRAIN] 2842  x=726.73  y=-24.17  z=2118.79
[Ess] [TERRAIN] 2843  x=720.63  y=-21.18  z=2116.40
[Ess] [TERRAIN] 2844  x=713.21  y=-20.10  z=2113.53
[Ess] [TERRAIN] 2845  x=707.42  y=-19.07  z=2111.31
[Ess] [TERRAIN] 2846  x=698.91  y=-15.66  z=2108.21
[Ess] [TERRAIN] 2847  x=692.98  y=-14.92  z=2106.08
[Ess] [TERRAIN] 2848  x=685.28  y=-14.47  z=2103.35
[Ess] [TERRAIN] 2849  x=677.36  y=-14.35  z=2100.64
[Ess] [TERRAIN] 2850  x=669.32  y=-14.21  z=2098.00
[Ess] [TERRAIN] 2851  x=663.23  y=-15.00  z=2096.02
[Ess] [TERRAIN] 2852  x=655.45  y=-11.53  z=2093.52
[Ess] [TERRAIN] 2853  x=649.29  y=-11.21  z=2091.67
[Ess] [TERRAIN] 2854  x=641.01  y=-11.21  z=2089.21
[Ess] [TERRAIN] 2855  x=634.88  y=-11.14  z=2087.42
[Ess] [TERRAIN] 2856  x=627.23  y=-11.14  z=2085.24
[Ess] [TERRAIN] 2857  x=618.98  y=-11.14  z=2083.01
[Ess] [TERRAIN] 2858  x=610.60  y=-11.11  z=2080.78
[Ess] [TERRAIN] 2859  x=604.40  y=-11.25  z=2079.15
[Ess] [TERRAIN] 2860  x=598.00  y=-8.14  z=2077.57
[Ess] [TERRAIN] 2861  x=589.66  y=-8.13  z=2075.53
[Ess] [TERRAIN] 2862  x=581.91  y=-9.51  z=2073.67
[Ess] [TERRAIN] 2863  x=575.19  y=-11.24  z=2072.09
[Ess] [TERRAIN] 2864  x=566.84  y=-11.13  z=2070.23
[Ess] [TERRAIN] 2865  x=558.55  y=-11.27  z=2068.41
[Ess] [TERRAIN] 2866  x=550.76  y=-11.26  z=2066.72
[Ess] [TERRAIN] 2867  x=544.15  y=-11.13  z=2065.37
[Ess] [TERRAIN] 2868  x=535.76  y=-11.22  z=2063.67
[Ess] [TERRAIN] 2869  x=527.62  y=-11.44  z=2062.05
[Ess] [TERRAIN] 2870  x=519.59  y=-12.50  z=2060.49
[Ess] [TERRAIN] 2871  x=511.07  y=-13.14  z=2058.90
[Ess] [TERRAIN] 2872  x=502.87  y=-12.73  z=2057.40
[Ess] [TERRAIN] 2873  x=494.73  y=-11.47  z=2055.93
[Ess] [TERRAIN] 2874  x=486.11  y=-11.27  z=2054.44
[Ess] [TERRAIN] 2875  x=477.80  y=-11.17  z=2053.02
[Ess] [TERRAIN] 2876  x=471.85  y=-11.25  z=2052.02
[Ess] [TERRAIN] 2877  x=463.33  y=-11.07  z=2050.63
[Ess] [TERRAIN] 2878  x=457.15  y=-11.01  z=2049.64
[Ess] [TERRAIN] 2879  x=450.69  y=-11.28  z=2048.62
[Ess] [TERRAIN] 2880  x=442.91  y=-10.96  z=2047.40
[Ess] [TERRAIN] 2881  x=434.19  y=-11.52  z=2046.09
[Ess] [TERRAIN] 2882  x=425.85  y=-13.38  z=2044.85
[Ess] [TERRAIN] 2883  x=419.88  y=-14.29  z=2043.97
[Ess] [TERRAIN] 2884  x=411.43  y=-15.16  z=2042.74
[Ess] [TERRAIN] 2885  x=402.95  y=-15.32  z=2041.61
[Ess] [TERRAIN] 2886  x=394.86  y=-13.92  z=2040.69
[Ess] [TERRAIN] 2887  x=388.77  y=-13.35  z=2040.03
[Ess] [TERRAIN] 2888  x=380.01  y=-13.11  z=2039.06
[Ess] [TERRAIN] 2889  x=373.87  y=-14.13  z=2038.39
[Ess] [TERRAIN] 2890  x=365.88  y=-21.56  z=2037.53
[Ess] [TERRAIN] 2891  x=357.49  y=-29.97  z=2036.65
[Ess] [TERRAIN] 2892  x=348.99  y=-34.40  z=2035.77
[Ess] [TERRAIN] 2893  x=340.80  y=-40.71  z=2034.93
[Ess] [TERRAIN] 2894  x=332.53  y=-47.50  z=2034.12
[Ess] [TERRAIN] 2895  x=324.02  y=-51.29  z=2033.30
[Ess] [TERRAIN] 2896  x=315.77  y=-53.13  z=2032.51
[Ess] [TERRAIN] 2897  x=307.93  y=-57.40  z=2031.79
[Ess] [TERRAIN] 2898  x=299.32  y=-67.53  z=2031.01
[Ess] [TERRAIN] 2899  x=291.17  y=-80.71  z=2030.33
[Ess] [TERRAIN] 2900  x=283.00  y=-91.77  z=2029.79
[Ess] [TERRAIN] 2901  x=274.48  y=-97.85  z=2029.36
[Ess] [TERRAIN] 2902  x=265.98  y=-99.26  z=2029.00
[Ess] [TERRAIN] 2903  x=257.86  y=-99.36  z=2028.67
[Ess] [TERRAIN] 2904  x=249.64  y=-99.36  z=2028.34
[Ess] [TERRAIN] 2905  x=241.24  y=-99.37  z=2028.01
[Ess] [TERRAIN] 2906  x=233.10  y=-99.38  z=2027.72
[Ess] [TERRAIN] 2907  x=226.96  y=-99.38  z=2027.50
[Ess] [TERRAIN] 2908  x=218.29  y=-99.39  z=2027.24
[Ess] [TERRAIN] 2909  x=211.61  y=-99.40  z=2027.04
[Ess] [TERRAIN] 2910  x=203.74  y=-99.39  z=2026.83
[Ess] [TERRAIN] 2911  x=197.66  y=-99.39  z=2026.66
[Ess] [TERRAIN] 2912  x=188.58  y=-99.39  z=2026.54
[Ess] [TERRAIN] 2913  x=180.45  y=-99.38  z=2026.60
[Ess] [TERRAIN] 2914  x=172.52  y=-99.38  z=2026.68
[Ess] [TERRAIN] 2915  x=163.67  y=-99.37  z=2026.78
[Ess] [TERRAIN] 2916  x=155.13  y=-99.37  z=2026.90
[Ess] [TERRAIN] 2917  x=146.95  y=-99.37  z=2027.00
[Ess] [TERRAIN] 2918  x=138.23  y=-99.38  z=2027.17
[Ess] [TERRAIN] 2919  x=129.81  y=-99.37  z=2027.38
[Ess] [TERRAIN] 2920  x=121.62  y=-99.37  z=2027.60
[Ess] [TERRAIN] 2921  x=113.18  y=-99.36  z=2027.87
[Ess] [TERRAIN] 2922  x=106.59  y=-99.37  z=2028.12
[Ess] [TERRAIN] 2923  x=98.04  y=-99.36  z=2028.46
[Ess] [TERRAIN] 2924  x=91.83  y=-99.37  z=2028.72
[Ess] [TERRAIN] 2925  x=83.25  y=-99.37  z=2029.15
[Ess] [TERRAIN] 2926  x=76.75  y=-99.36  z=2029.49
[Ess] [TERRAIN] 2927  x=70.21  y=-99.36  z=2029.86
[Ess] [TERRAIN] 2928  x=62.36  y=-99.37  z=2030.31
[Ess] [TERRAIN] 2929  x=55.67  y=-99.36  z=2030.75
[Ess] [TERRAIN] 2930  x=47.03  y=-99.37  z=2031.35
[Ess] [TERRAIN] 2931  x=38.87  y=-99.36  z=2031.92
[Ess] [TERRAIN] 2932  x=30.42  y=-99.37  z=2032.57
[Ess] [TERRAIN] 2933  x=21.70  y=-99.40  z=2033.29
[Ess] [TERRAIN] 2934  x=15.56  y=-99.51  z=2033.81
[Ess] [TERRAIN] 2935  x=7.35  y=-99.48  z=2034.51
[Ess] [TERRAIN] 2936  x=-1.36  y=-99.38  z=2035.33
[Ess] [TERRAIN] 2937  x=-9.73  y=-99.37  z=2036.13
[Ess] [TERRAIN] 2938  x=-16.02  y=-99.37  z=2036.75
[Ess] [TERRAIN] 2939  x=-24.66  y=-99.37  z=2037.64
[Ess] [TERRAIN] 2940  x=-30.96  y=-99.36  z=2038.31
[Ess] [TERRAIN] 2941  x=-39.10  y=-99.37  z=2039.19
[Ess] [TERRAIN] 2942  x=-47.38  y=-99.37  z=2040.10
[Ess] [TERRAIN] 2943  x=-53.91  y=-99.36  z=2040.85
[Ess] [TERRAIN] 2944  x=-62.37  y=-99.37  z=2041.84
[Ess] [TERRAIN] 2945  x=-70.51  y=-99.46  z=2042.80
[Ess] [TERRAIN] 2946  x=-79.14  y=-99.19  z=2043.86
[Ess] [TERRAIN] 2947  x=-85.48  y=-98.87  z=2044.66
[Ess] [TERRAIN] 2948  x=-91.89  y=-98.78  z=2045.46
[Ess] [TERRAIN] 2949  x=-99.71  y=-99.09  z=2046.46
[Ess] [TERRAIN] 2950  x=-108.42  y=-99.09  z=2047.61
[Ess] [TERRAIN] 2951  x=-116.84  y=-99.03  z=2048.73
[Ess] [TERRAIN] 2952  x=-124.91  y=-98.91  z=2049.81
[Ess] [TERRAIN] 2953  x=-131.40  y=-98.85  z=2050.70
[Ess] [TERRAIN] 2954  x=-139.91  y=-99.00  z=2051.89
[Ess] [TERRAIN] 2955  x=-148.29  y=-99.11  z=2053.07
[Ess] [TERRAIN] 2956  x=-154.04  y=-99.03  z=2053.88
[Ess] [TERRAIN] 2957  x=-162.71  y=-97.98  z=2055.14
[Ess] [TERRAIN] 2958  x=-171.07  y=-95.56  z=2056.36
[Ess] [TERRAIN] 2959  x=-178.94  y=-91.01  z=2057.52
[Ess] [TERRAIN] 2960  x=-187.31  y=-83.70  z=2058.77
[Ess] [TERRAIN] 2961  x=-195.76  y=-74.16  z=2060.06
[Ess] [TERRAIN] 2962  x=-203.69  y=-65.34  z=2061.27
[Ess] [TERRAIN] 2963  x=-211.97  y=-57.46  z=2062.55
[Ess] [TERRAIN] 2964  x=-220.43  y=-51.49  z=2063.87
[Ess] [TERRAIN] 2965  x=-228.63  y=-47.88  z=2065.16
[Ess] [TERRAIN] 2966  x=-236.72  y=-46.02  z=2066.44
[Ess] [TERRAIN] 2967  x=-245.36  y=-46.01  z=2067.83
[Ess] [TERRAIN] 2968  x=-251.79  y=-46.01  z=2068.86
[Ess] [TERRAIN] 2969  x=-258.06  y=-46.01  z=2069.88
[Ess] [TERRAIN] 2970  x=-266.15  y=-46.01  z=2071.20
[Ess] [TERRAIN] 2971  x=-275.12  y=-46.01  z=2072.67
[Ess] [TERRAIN] 2972  x=-283.36  y=-46.01  z=2074.04
[Ess] [TERRAIN] 2973  x=-291.65  y=-34.01  z=2075.42
[Ess] [TERRAIN] 2974  x=-300.19  y=-27.22  z=2076.85
[Ess] [TERRAIN] 2975  x=-308.58  y=-27.22  z=2078.27
[Ess] [TERRAIN] 2976  x=-316.42  y=-27.22  z=2079.59
[Ess] [TERRAIN] 2977  x=-325.12  y=-27.22  z=2081.08
[Ess] [TERRAIN] 2978  x=-333.39  y=-27.22  z=2082.50
[Ess] [TERRAIN] 2979  x=-339.41  y=-27.16  z=2083.53
[Ess] [TERRAIN] 2980  x=-347.98  y=-27.21  z=2085.01
[Ess] [TERRAIN] 2981  x=-356.37  y=-24.25  z=2086.47
[Ess] [TERRAIN] 2982  x=-364.46  y=-24.25  z=2087.87
[Ess] [TERRAIN] 2983  x=-370.62  y=-24.25  z=2088.94
[Ess] [TERRAIN] 2984  x=-379.21  y=-24.25  z=2090.45
[Ess] [TERRAIN] 2985  x=-387.55  y=-24.26  z=2091.92
[Ess] [TERRAIN] 2986  x=-395.34  y=-24.25  z=2093.29
[Ess] [TERRAIN] 2987  x=-404.06  y=-24.25  z=2094.84
[Ess] [TERRAIN] 2988  x=-412.43  y=-24.26  z=2096.33
[Ess] [TERRAIN] 2989  x=-420.62  y=-24.25  z=2097.78
[Ess] [TERRAIN] 2990  x=-428.97  y=-24.25  z=2099.27
[Ess] [TERRAIN] 2991  x=-435.30  y=-24.26  z=2100.40
[Ess] [TERRAIN] 2992  x=-443.47  y=-24.26  z=2101.86
[Ess] [TERRAIN] 2993  x=-451.51  y=-24.26  z=2103.30
[Ess] [TERRAIN] 2994  x=-458.06  y=-24.26  z=2104.48
[Ess] [TERRAIN] 2995  x=-466.21  y=-24.25  z=2105.94
[Ess] [TERRAIN] 2996  x=-474.50  y=-24.26  z=2107.43
[Ess] [TERRAIN] 2997  x=-483.02  y=-24.25  z=2108.96
[Ess] [TERRAIN] 2998  x=-489.51  y=-24.26  z=2110.12
[Ess] [TERRAIN] 2999  x=-497.57  y=-24.34  z=2111.57
[Ess] [TERRAIN] 3000  x=-505.74  y=-27.26  z=2113.04
[Ess] [TERRAIN] 3001  x=-512.43  y=-26.65  z=2114.24
[Ess] [TERRAIN] 3002  x=-520.78  y=-27.12  z=2115.74
[Ess] [TERRAIN] 3003  x=-527.08  y=-27.21  z=2116.88
[Ess] [TERRAIN] 3004  x=-535.32  y=-27.72  z=2118.35
[Ess] [TERRAIN] 3005  x=-543.77  y=-33.38  z=2119.87
[Ess] [TERRAIN] 3006  x=-551.95  y=-38.10  z=2121.34
[Ess] [TERRAIN] 3007  x=-558.05  y=-39.70  z=2122.43
[Ess] [TERRAIN] 3008  x=-564.62  y=-41.33  z=2123.61
[Ess] [TERRAIN] 3009  x=-573.12  y=-45.00  z=2125.13
[Ess] [TERRAIN] 3010  x=-581.12  y=-49.09  z=2126.56
[Ess] [TERRAIN] 3011  x=-589.36  y=-54.18  z=2128.04
[Ess] [TERRAIN] 3012  x=-597.96  y=-62.94  z=2129.58
[Ess] [TERRAIN] 3013  x=-606.07  y=-74.01  z=2131.03
[Ess] [TERRAIN] 3014  x=-614.20  y=-87.54  z=2132.48
[Ess] [TERRAIN] 3015  x=-623.07  y=-103.87  z=2134.06
[Ess] [TERRAIN] 3016  x=-631.14  y=-118.25  z=2135.50
[Ess] [TERRAIN] 3017  x=-639.36  y=-131.57  z=2136.97
[Ess] [TERRAIN] 3018  x=-645.72  y=-140.29  z=2138.10
[Ess] [TERRAIN] 3019  x=-654.04  y=-149.60  z=2139.58
[Ess] [TERRAIN] 3020  x=-660.35  y=-154.89  z=2140.71
[Ess] [TERRAIN] 3021  x=-668.34  y=-159.01  z=2142.13
[Ess] [TERRAIN] 3022  x=-674.86  y=-160.74  z=2143.28
[Ess] [TERRAIN] 3023  x=-683.40  y=-162.59  z=2144.80
[Ess] [TERRAIN] 3024  x=-691.55  y=-164.03  z=2146.25
[Ess] [TERRAIN] 3025  x=-700.04  y=-165.74  z=2147.75
[Ess] [TERRAIN] 3026  x=-708.44  y=-166.98  z=2149.23
[Ess] [TERRAIN] 3027  x=-714.50  y=-167.33  z=2150.30
[Ess] [TERRAIN] 3028  x=-720.80  y=-167.13  z=2151.41
[Ess] [TERRAIN] 3029  x=-729.31  y=-158.49  z=2152.91
[Ess] [TERRAIN] 3030  x=-737.50  y=-136.57  z=2154.35
[Ess] [TERRAIN] 3031  x=-745.50  y=-105.98  z=2155.74
[Ess] [TERRAIN] 3032  x=-754.06  y=-78.67  z=2157.19
[Ess] [TERRAIN] 3033  x=-762.03  y=-65.16  z=2158.58
[Ess] [TERRAIN] 3034  x=-770.02  y=-62.01  z=2159.99
[Ess] [TERRAIN] 3035  x=-778.28  y=-61.55  z=2161.42
[Ess] [TERRAIN] 3036  x=-786.79  y=-61.53  z=2162.89
[Ess] [TERRAIN] 3037  x=-794.76  y=-62.24  z=2164.30
[Ess] [TERRAIN] 3038  x=-800.88  y=-66.21  z=2165.40
[Ess] [TERRAIN] 3039  x=-809.17  y=-89.30  z=2166.88
[Ess] [TERRAIN] 3040  x=-817.41  y=-106.26  z=2168.39
[Ess] [TERRAIN] 3041  x=-825.33  y=-109.53  z=2169.85
[Ess] [TERRAIN] 3042  x=-833.89  y=-99.70  z=2171.46
[Ess] [TERRAIN] 3043  x=-839.89  y=-88.98  z=2172.59
[Ess] [TERRAIN] 3044  x=-848.06  y=-71.40  z=2174.15
[Ess] [TERRAIN] 3045  x=-854.22  y=-64.86  z=2175.35
[Ess] [TERRAIN] 3046  x=-862.77  y=-62.03  z=2177.06
[Ess] [TERRAIN] 3047  x=-869.16  y=-61.67  z=2178.35
[Ess] [TERRAIN] 3048  x=-874.96  y=-61.49  z=2179.53
[Ess] [TERRAIN] 3049  x=-883.38  y=-61.48  z=2181.28
[Ess] [TERRAIN] 3050  x=-889.83  y=-65.11  z=2182.66
[Ess] [TERRAIN] 3051  x=-898.10  y=-86.07  z=2184.43
[Ess] [TERRAIN] 3052  x=-904.03  y=-100.97  z=2185.72
[Ess] [TERRAIN] 3053  x=-912.57  y=-109.59  z=2187.63
[Ess] [TERRAIN] 3054  x=-918.89  y=-108.28  z=2189.07
[Ess] [TERRAIN] 3055  x=-927.11  y=-97.17  z=2190.95
[Ess] [TERRAIN] 3056  x=-933.33  y=-84.15  z=2192.40
[Ess] [TERRAIN] 3057  x=-939.62  y=-73.67  z=2193.91
[Ess] [TERRAIN] 3058  x=-947.94  y=-78.31  z=2195.92
[Ess] [TERRAIN] 3059  x=-953.95  y=-88.54  z=2197.38
[Ess] [TERRAIN] 3060  x=-962.18  y=-99.32  z=2199.45
[Ess] [TERRAIN] 3061  x=-969.02  y=-104.80  z=2201.21
[Ess] [TERRAIN] 3062  x=-976.67  y=-113.55  z=2203.17
[Ess] [TERRAIN] 3063  x=-982.54  y=-123.11  z=2204.69
[Ess] [TERRAIN] 3064  x=-990.96  y=-138.84  z=2206.94
[Ess] [TERRAIN] 3065  x=-999.26  y=-149.07  z=2209.16
[Ess] [TERRAIN] 3066  x=-1005.26  y=-149.55  z=2210.75
[Ess] [TERRAIN] 3067  x=-1013.25  y=-141.90  z=2212.87
[Ess] [TERRAIN] 3068  x=-1021.72  y=-129.82  z=2215.15
[Ess] [TERRAIN] 3069  x=-1029.89  y=-117.89  z=2217.33
[Ess] [TERRAIN] 3070  x=-1037.75  y=-108.42  z=2219.43
[Ess] [TERRAIN] 3071  x=-1046.45  y=-102.39  z=2221.76
[Ess] [TERRAIN] 3072  x=-1052.66  y=-100.37  z=2223.42
[Ess] [TERRAIN] 3073  x=-1058.60  y=-99.67  z=2224.99
[Ess] [TERRAIN] 3074  x=-1066.93  y=-99.39  z=2227.17
[Ess] [TERRAIN] 3075  x=-1075.21  y=-99.37  z=2229.31
[Ess] [TERRAIN] 3076  x=-1081.26  y=-99.36  z=2230.88
[Ess] [TERRAIN] 3077  x=-1089.06  y=-99.35  z=2232.88
[Ess] [TERRAIN] 3078  x=-1097.71  y=-97.52  z=2235.08
[Ess] [TERRAIN] 3079  x=-1103.86  y=-97.57  z=2236.64
[Ess] [TERRAIN] 3080  x=-1111.89  y=-97.80  z=2238.66
[Ess] [TERRAIN] 3081  x=-1117.93  y=-97.71  z=2240.18
[Ess] [TERRAIN] 3082  x=-1126.32  y=-98.07  z=2242.28
[Ess] [TERRAIN] 3083  x=-1132.60  y=-98.73  z=2243.85
[Ess] [TERRAIN] 3084  x=-1140.50  y=-98.97  z=2245.87
[Ess] [TERRAIN] 3085  x=-1148.74  y=-98.99  z=2247.96
[Ess] [TERRAIN] 3086  x=-1156.98  y=-98.99  z=2250.06
[Ess] [TERRAIN] 3087  x=-1163.17  y=-98.99  z=2251.66
[Ess] [TERRAIN] 3088  x=-1170.98  y=-98.99  z=2253.69
[Ess] [TERRAIN] 3089  x=-1179.51  y=-98.98  z=2255.93
[Ess] [TERRAIN] 3090  x=-1187.53  y=-98.72  z=2258.06
[Ess] [TERRAIN] 3091  x=-1195.31  y=-96.89  z=2260.13
[Ess] [TERRAIN] 3092  x=-1203.75  y=-90.15  z=2262.44
[Ess] [TERRAIN] 3093  x=-1211.75  y=-79.22  z=2264.63
[Ess] [TERRAIN] 3094  x=-1219.53  y=-66.93  z=2266.80
[Ess] [TERRAIN] 3095  x=-1227.69  y=-55.69  z=2269.18
[Ess] [TERRAIN] 3096  x=-1233.83  y=-50.05  z=2270.92
[Ess] [TERRAIN] 3097  x=-1241.78  y=-44.61  z=2273.18
[Ess] [TERRAIN] 3098  x=-1249.64  y=-41.52  z=2275.44
[Ess] [TERRAIN] 3099  x=-1258.01  y=-40.39  z=2277.89
[Ess] [TERRAIN] 3100  x=-1266.07  y=-40.11  z=2280.26
[Ess] [TERRAIN] 3101  x=-1273.78  y=-40.09  z=2282.53
[Ess] [TERRAIN] 3102  x=-1280.30  y=-40.09  z=2284.48
[Ess] [TERRAIN] 3103  x=-1288.35  y=-40.08  z=2286.88
[Ess] [TERRAIN] 3104  x=-1296.01  y=-40.09  z=2289.18
[Ess] [TERRAIN] 3105  x=-1303.98  y=-40.09  z=2291.58
[Ess] [TERRAIN] 3106  x=-1312.19  y=-40.03  z=2294.06
[Ess] [TERRAIN] 3107  x=-1319.88  y=-38.93  z=2296.36
[Ess] [TERRAIN] 3108  x=-1327.49  y=-37.88  z=2298.64
[Ess] [TERRAIN] 3109  x=-1335.84  y=-24.76  z=2301.10
[Ess] [TERRAIN] 3110  x=-1343.71  y=-18.47  z=2303.49
[Ess] [TERRAIN] 3111  x=-1351.19  y=-13.03  z=2305.95
[Ess] [TERRAIN] 3112  x=-1359.46  y=-8.04  z=2308.74
[Ess] [TERRAIN] 3113  x=-1367.49  y=-4.94  z=2311.63
[Ess] [TERRAIN] 3114  x=-1373.37  y=-1.92  z=2313.79
[Ess] [TERRAIN] 3115  x=-1381.16  y=-1.96  z=2316.64
[Ess] [TERRAIN] 3116  x=-1389.40  y=-2.89  z=2319.63
[Ess] [TERRAIN] 3117  x=-1397.00  y=-4.74  z=2322.45
[Ess] [TERRAIN] 3118  x=-1404.68  y=-11.24  z=2325.36
[Ess] [TERRAIN] 3119  x=-1412.60  y=-18.54  z=2328.34
[Ess] [TERRAIN] 3120  x=-1420.39  y=-30.74  z=2331.28
[Ess] [TERRAIN] 3121  x=-1427.79  y=-40.08  z=2334.11
[Ess] [TERRAIN] 3122  x=-1436.02  y=-42.16  z=2337.30
[Ess] [TERRAIN] 3123  x=-1443.94  y=-37.60  z=2340.41
[Ess] [TERRAIN] 3124  x=-1451.54  y=-38.33  z=2343.41
[Ess] [TERRAIN] 3125  x=-1459.53  y=-41.95  z=2346.63
[Ess] [TERRAIN] 3126  x=-1467.44  y=-42.38  z=2349.85
[Ess] [TERRAIN] 3127  x=-1475.04  y=-40.26  z=2352.97
[Ess] [TERRAIN] 3128  x=-1482.95  y=-38.09  z=2356.27
[Ess] [TERRAIN] 3129  x=-1490.82  y=-38.81  z=2359.59
[Ess] [TERRAIN] 3130  x=-1498.49  y=-37.15  z=2362.86
[Ess] [TERRAIN] 3131  x=-1506.06  y=-18.67  z=2366.12
[Ess] [TERRAIN] 3132  x=-1514.09  y=-4.34  z=2369.65
[Ess] [TERRAIN] 3133  x=-1521.90  y=6.68  z=2373.09
[Ess] [TERRAIN] 3134  x=-1529.11  y=17.66  z=2376.30
[Ess] [TERRAIN] 3135  x=-1537.09  y=22.59  z=2379.93
[Ess] [TERRAIN] 3136  x=-1543.08  y=21.73  z=2382.66
[Ess] [TERRAIN] 3137  x=-1550.42  y=21.00  z=2386.03
[Ess] [TERRAIN] 3138  x=-1557.96  y=20.98  z=2389.54
[Ess] [TERRAIN] 3139  x=-1565.81  y=20.74  z=2393.24
[Ess] [TERRAIN] 3140  x=-1573.34  y=19.67  z=2396.81
[Ess] [TERRAIN] 3141  x=-1580.75  y=16.96  z=2400.36
[Ess] [TERRAIN] 3142  x=-1588.63  y=15.88  z=2404.19
[Ess] [TERRAIN] 3143  x=-1596.16  y=13.74  z=2407.87
[Ess] [TERRAIN] 3144  x=-1603.40  y=11.52  z=2411.40
[Ess] [TERRAIN] 3145  x=-1611.32  y=9.87  z=2415.37
[Ess] [TERRAIN] 3146  x=-1618.89  y=10.70  z=2419.17
[Ess] [TERRAIN] 3147  x=-1626.16  y=2.54  z=2422.82
[Ess] [TERRAIN] 3148  x=-1633.82  y=-4.31  z=2426.73
[Ess] [TERRAIN] 3149  x=-1641.36  y=-13.53  z=2430.60
[Ess] [TERRAIN] 3150  x=-1648.65  y=-24.24  z=2434.35
[Ess] [TERRAIN] 3151  x=-1656.11  y=-38.89  z=2438.22
[Ess] [TERRAIN] 3152  x=-1663.75  y=-38.93  z=2442.23
[Ess] [TERRAIN] 3153  x=-1669.25  y=-38.94  z=2445.11
