[Ess] [TERRAIN] 1  x=2545.82  y=-29.28  z=-911.76
[Ess] [TERRAIN] 8712  x=1762.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8713  x=1730.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8714  x=1698.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8715  x=1666.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8716  x=1634.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8717  x=1602.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8718  x=1570.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8719  x=1538.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8720  x=1506.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8721  x=1474.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8722  x=1442.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8723  x=1410.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8724  x=1378.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8725  x=1346.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8726  x=1314.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8727  x=1282.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8728  x=1250.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8729  x=1218.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8730  x=1186.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8731  x=1154.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8732  x=1122.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8733  x=1090.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8734  x=1058.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8735  x=1026.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8736  x=994.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8737  x=962.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8738  x=930.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8739  x=898.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8740  x=866.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8741  x=834.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8742  x=802.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8743  x=770.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8744  x=738.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8745  x=706.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8746  x=674.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8747  x=642.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8748  x=610.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8749  x=578.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8750  x=546.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8751  x=514.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8752  x=482.00  y=40.24  z=-2914.00
[Ess] [TERRAIN] 8753  x=450.00  y=50.96  z=-2914.00
[Ess] [TERRAIN] 8754  x=418.00  y=59.87  z=-2914.00
[Ess] [TERRAIN] 8755  x=386.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8756  x=354.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8757  x=322.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8758  x=290.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8759  x=258.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8760  x=226.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8761  x=194.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8762  x=162.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8763  x=130.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8764  x=98.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8765  x=66.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8766  x=34.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8767  x=2.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8768  x=-30.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8769  x=-62.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8770  x=-94.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8771  x=-126.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8772  x=-158.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8773  x=-190.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8774  x=-222.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8775  x=-254.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8776  x=-286.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8777  x=-318.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8778  x=-350.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8779  x=-382.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8780  x=-414.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8781  x=-446.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8782  x=-478.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8783  x=-510.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8784  x=-542.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8785  x=-574.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8786  x=-606.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8787  x=-638.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8788  x=-670.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8789  x=-702.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8790  x=-734.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8791  x=-766.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8792  x=-798.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8793  x=-830.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8794  x=-862.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8795  x=-894.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8796  x=-926.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8797  x=-958.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8798  x=-990.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8799  x=-1022.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8800  x=-1054.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8801  x=-1086.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8802  x=-1118.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8803  x=-1150.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8804  x=-1182.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8805  x=-1214.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8806  x=-1246.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8807  x=-1278.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8808  x=-1310.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8809  x=-1342.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8810  x=-1374.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8811  x=-1406.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8812  x=-1438.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8813  x=-1470.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8814  x=-1502.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8815  x=-1534.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8816  x=-1566.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8817  x=-1598.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8818  x=-1630.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8819  x=-1662.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8820  x=-1694.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8821  x=-1726.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8822  x=-1758.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8823  x=-1790.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8824  x=-1822.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8825  x=-1854.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8826  x=-1886.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8827  x=-1918.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8828  x=-1950.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8829  x=-1982.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8830  x=-2014.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8831  x=-2046.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8832  x=-2078.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8833  x=-2110.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8834  x=-2142.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8835  x=-2174.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8836  x=-2206.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8837  x=-2238.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8838  x=-2270.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8839  x=-2302.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8840  x=-2334.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8841  x=-2366.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8842  x=-2398.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8843  x=-2430.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8844  x=-2462.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8845  x=-2494.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8846  x=-2526.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8847  x=-2558.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8848  x=-2590.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8849  x=-2622.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8850  x=-2654.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8851  x=-2686.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8852  x=-2718.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8853  x=-2750.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8854  x=-2782.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8855  x=-2814.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8856  x=-2846.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8857  x=-2878.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8858  x=-2910.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8859  x=-2942.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8860  x=-2974.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8861  x=-3006.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8862  x=-3038.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8863  x=-3070.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8864  x=-3102.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8865  x=-3134.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8866  x=-3166.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8867  x=-3198.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8868  x=-3230.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8869  x=-3262.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8870  x=-3294.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8871  x=-3326.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8872  x=-3358.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8873  x=-3390.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8874  x=-3422.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8875  x=-3454.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8876  x=-3486.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8877  x=-3518.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8878  x=-3550.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8879  x=-3582.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8880  x=-3614.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8881  x=-3646.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8882  x=-3678.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8883  x=-3710.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8884  x=-3742.00  y=0.00  z=-2914.00
[Ess] [TERRAIN] 8885  x=-3774.00  y=236.20  z=-2914.00
[Ess] [TERRAIN] 8886  x=-3806.00  y=250.40  z=-2914.00
[Ess] [TERRAIN] 8887  x=-3838.00  y=269.45  z=-2914.00
[Ess] [TERRAIN] 8888  x=-3870.00  y=269.70  z=-2914.00
[Ess] [TERRAIN] 8889  x=-3902.00  y=279.91  z=-2914.00
[Ess] [TERRAIN] 8890  x=-3934.00  y=271.55  z=-2914.00
[Ess] [TERRAIN] 8891  x=-3966.00  y=249.04  z=-2914.00
[Ess] [TERRAIN] 8892  x=-3998.00  y=189.83  z=-2914.00
[Ess] [TERRAIN] 8893  x=-3998.00  y=208.14  z=-2882.00
[Ess] [TERRAIN] 8894  x=-3966.00  y=267.23  z=-2882.00
[Ess] [TERRAIN] 8895  x=-3934.00  y=285.83  z=-2882.00
[Ess] [TERRAIN] 8896  x=-3902.00  y=291.74  z=-2882.00
[Ess] [TERRAIN] 8897  x=-3870.00  y=304.40  z=-2882.00
[Ess] [TERRAIN] 8898  x=-3838.00  y=299.19  z=-2882.00
[Ess] [TERRAIN] 8899  x=-3806.00  y=288.96  z=-2882.00
[Ess] [TERRAIN] 8900  x=-3774.00  y=266.65  z=-2882.00
[Ess] [TERRAIN] 8901  x=-3742.00  y=255.60  z=-2882.00
[Ess] [TERRAIN] 8902  x=-3710.00  y=249.09  z=-2882.00
[Ess] [TERRAIN] 8903  x=-3678.00  y=228.72  z=-2882.00
[Ess] [TERRAIN] 8904  x=-3646.00  y=222.42  z=-2882.00
[Ess] [TERRAIN] 8905  x=-3614.00  y=224.08  z=-2882.00
[Ess] [TERRAIN] 8906  x=-3582.00  y=221.81  z=-2882.00
[Ess] [TERRAIN] 8907  x=-3550.00  y=202.61  z=-2882.00
[Ess] [TERRAIN] 8908  x=-3518.00  y=177.86  z=-2882.00
[Ess] [TERRAIN] 8909  x=-3486.00  y=137.75  z=-2882.00
[Ess] [TERRAIN] 8910  x=-3454.00  y=105.42  z=-2882.00
[Ess] [TERRAIN] 8911  x=-3422.00  y=106.73  z=-2882.00
[Ess] [TERRAIN] 8912  x=-3390.00  y=106.30  z=-2882.00
[Ess] [TERRAIN] 8913  x=-3358.00  y=107.79  z=-2882.00
[Ess] [TERRAIN] 8914  x=-3326.00  y=114.71  z=-2882.00
[Ess] [TERRAIN] 8915  x=-3294.00  y=115.88  z=-2882.00
[Ess] [TERRAIN] 8916  x=-3262.00  y=117.64  z=-2882.00
[Ess] [TERRAIN] 8917  x=-3230.00  y=122.01  z=-2882.00
[Ess] [TERRAIN] 8918  x=-3198.00  y=125.52  z=-2882.00
[Ess] [TERRAIN] 8919  x=-3166.00  y=118.64  z=-2882.00
[Ess] [TERRAIN] 8920  x=-3134.00  y=109.16  z=-2882.00
[Ess] [TERRAIN] 8921  x=-3102.00  y=107.29  z=-2882.00
[Ess] [TERRAIN] 8922  x=-3070.00  y=104.96  z=-2882.00
[Ess] [TERRAIN] 8923  x=-3038.00  y=104.38  z=-2882.00
[Ess] [TERRAIN] 8924  x=-3006.00  y=96.60  z=-2882.00
[Ess] [TERRAIN] 8925  x=-2974.00  y=103.15  z=-2882.00
[Ess] [TERRAIN] 8926  x=-2942.00  y=119.06  z=-2882.00
[Ess] [TERRAIN] 8927  x=-2910.00  y=127.68  z=-2882.00
[Ess] [TERRAIN] 8928  x=-2878.00  y=123.50  z=-2882.00
[Ess] [TERRAIN] 8929  x=-2846.00  y=138.75  z=-2882.00
[Ess] [TERRAIN] 8930  x=-2814.00  y=139.05  z=-2882.00
[Ess] [TERRAIN] 8931  x=-2782.00  y=137.59  z=-2882.00
[Ess] [TERRAIN] 8932  x=-2750.00  y=141.19  z=-2882.00
[Ess] [TERRAIN] 8933  x=-2718.00  y=148.26  z=-2882.00
[Ess] [TERRAIN] 8934  x=-2686.00  y=144.30  z=-2882.00
[Ess] [TERRAIN] 8935  x=-2654.00  y=131.79  z=-2882.00
[Ess] [TERRAIN] 8936  x=-2622.00  y=118.45  z=-2882.00
[Ess] [TERRAIN] 8937  x=-2590.00  y=91.21  z=-2882.00
[Ess] [TERRAIN] 8938  x=-2558.00  y=54.47  z=-2882.00
[Ess] [TERRAIN] 8939  x=-2526.00  y=24.11  z=-2882.00
[Ess] [TERRAIN] 8940  x=-2494.00  y=9.18  z=-2882.00
[Ess] [TERRAIN] 8941  x=-2462.00  y=8.96  z=-2882.00
[Ess] [TERRAIN] 8942  x=-2430.00  y=8.97  z=-2882.00
[Ess] [TERRAIN] 8943  x=-2398.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8944  x=-2366.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8945  x=-2334.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8946  x=-2302.00  y=12.06  z=-2882.00
[Ess] [TERRAIN] 8947  x=-2270.00  y=-1.79  z=-2882.00
[Ess] [TERRAIN] 8948  x=-2238.00  y=-10.22  z=-2882.00
[Ess] [TERRAIN] 8949  x=-2206.00  y=-18.48  z=-2882.00
[Ess] [TERRAIN] 8950  x=-2174.00  y=-22.43  z=-2882.00
[Ess] [TERRAIN] 8951  x=-2142.00  y=-15.99  z=-2882.00
[Ess] [TERRAIN] 8952  x=-2110.00  y=-19.12  z=-2882.00
[Ess] [TERRAIN] 8953  x=-2078.00  y=-20.58  z=-2882.00
[Ess] [TERRAIN] 8954  x=-2046.00  y=-44.21  z=-2882.00
[Ess] [TERRAIN] 8955  x=-2014.00  y=-69.84  z=-2882.00
[Ess] [TERRAIN] 8956  x=-1982.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8957  x=-1950.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8958  x=-1918.00  y=-18.08  z=-2882.00
[Ess] [TERRAIN] 8959  x=-1886.00  y=-3.19  z=-2882.00
[Ess] [TERRAIN] 8960  x=-1854.00  y=9.71  z=-2882.00
[Ess] [TERRAIN] 8961  x=-1822.00  y=33.34  z=-2882.00
[Ess] [TERRAIN] 8962  x=-1790.00  y=60.46  z=-2882.00
[Ess] [TERRAIN] 8963  x=-1758.00  y=77.26  z=-2882.00
[Ess] [TERRAIN] 8964  x=-1726.00  y=85.89  z=-2882.00
[Ess] [TERRAIN] 8965  x=-1694.00  y=81.62  z=-2882.00
[Ess] [TERRAIN] 8966  x=-1662.00  y=71.87  z=-2882.00
[Ess] [TERRAIN] 8967  x=-1630.00  y=63.37  z=-2882.00
[Ess] [TERRAIN] 8968  x=-1598.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8969  x=-1566.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8970  x=-1534.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8971  x=-1502.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8972  x=-1470.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8973  x=-1438.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8974  x=-1406.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8975  x=-1374.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8976  x=-1342.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8977  x=-1310.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8978  x=-1278.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8979  x=-1246.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8980  x=-1214.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8981  x=-1182.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8982  x=-1150.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8983  x=-1118.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8984  x=-1086.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8985  x=-1054.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8986  x=-1022.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8987  x=-990.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8988  x=-958.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8989  x=-926.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8990  x=-894.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8991  x=-862.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8992  x=-830.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8993  x=-798.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8994  x=-766.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8995  x=-734.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8996  x=-702.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8997  x=-670.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8998  x=-638.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 8999  x=-606.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9000  x=-574.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9001  x=-542.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9002  x=-510.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9003  x=-478.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9004  x=-446.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9005  x=-414.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9006  x=-382.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9007  x=-350.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9008  x=-318.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9009  x=-286.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9010  x=-254.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9011  x=-222.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9012  x=-190.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9013  x=-158.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9014  x=-126.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9015  x=-94.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9016  x=-62.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9017  x=-30.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9018  x=2.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9019  x=34.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9020  x=66.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9021  x=98.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9022  x=130.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9023  x=162.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9024  x=194.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9025  x=226.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9026  x=258.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9027  x=290.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9028  x=322.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9029  x=354.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9030  x=386.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9031  x=418.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9032  x=450.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9033  x=482.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9034  x=514.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9035  x=546.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9036  x=578.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9037  x=610.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9038  x=642.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9039  x=674.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9040  x=706.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9041  x=738.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9042  x=770.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9043  x=802.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9044  x=834.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9045  x=866.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9046  x=898.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9047  x=930.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9048  x=962.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9049  x=994.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9050  x=1026.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9051  x=1058.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9052  x=1090.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9053  x=1122.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9054  x=1154.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9055  x=1186.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9056  x=1218.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9057  x=1250.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9058  x=1282.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9059  x=1314.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9060  x=1346.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9061  x=1378.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9062  x=1410.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9063  x=1442.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9064  x=1474.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9065  x=1506.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9066  x=1538.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9067  x=1570.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9068  x=1602.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9069  x=1634.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9070  x=1666.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9071  x=1698.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9072  x=1730.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9073  x=1762.00  y=0.00  z=-2882.00
[Ess] [TERRAIN] 9074  x=1794.00  y=0.00  z=-2882.00
