[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] [FOOT] 148  x=2785.76  y=-13.79  z=-945.70  yaw=133.1
[Ess] [FOOT] 149  x=2787.60  y=-13.92  z=-947.50  yaw=132.4
[Ess] [FOOT] 150  x=2789.86  y=-13.93  z=-948.51  yaw=97.2
[Ess] [FOOT] 151  x=2791.53  y=-13.88  z=-947.59  yaw=29.4
[Ess] [FOOT] 152  x=2793.13  y=-13.88  z=-946.47  yaw=103.1
[Ess] [FOOT] 153  x=2795.07  y=-13.87  z=-947.66  yaw=121.2
[Ess] [FOOT] 154  x=2796.74  y=-13.87  z=-948.70  yaw=121.2
[Ess] [FOOT] 155  x=2796.58  y=-13.87  z=-947.83  yaw=43.1
[Ess] [FOOT] 156  x=2795.90  y=-13.87  z=-946.90  yaw=-33.6
[Ess] [FOOT] 157  x=2794.75  y=-13.87  z=-946.16  yaw=-51.2
[Ess] [FOOT] 158  x=2793.31  y=-13.87  z=-946.15  yaw=-88.7
[Ess] [FOOT] 159  x=2792.07  y=-13.87  z=-946.71  yaw=-115.6
[Ess] [FOOT] 160  x=2791.53  y=-13.88  z=-948.18  yaw=-159.7
[Ess] [FOOT] 161  x=2791.24  y=-13.88  z=-950.24  yaw=168.1
[Ess] [FOOT] 162  x=2792.11  y=-13.85  z=-952.43  yaw=151.4
[Ess] [FOOT] 163  x=2792.76  y=-13.84  z=-954.61  yaw=154.3
[Ess] [FOOT] 164  x=2794.23  y=-13.83  z=-956.36  yaw=137.2
[Ess] [FOOT] 165  x=2793.08  y=-13.84  z=-958.21  yaw=-139.6
[Ess] [FOOT] 166  x=2791.61  y=-13.87  z=-960.18  yaw=-153.5
[Ess] [FOOT] 167  x=2790.46  y=-13.83  z=-962.45  yaw=-150.8
[Ess] [FOOT] 168  x=2789.16  y=-13.82  z=-964.71  yaw=-150.9
[Ess] [FOOT] 169  x=2788.31  y=-13.80  z=-967.11  yaw=-176.0
[Ess] [FOOT] 170  x=2789.25  y=-13.80  z=-968.99  yaw=137.9
[Ess] [FOOT] 171  x=2789.52  y=-13.81  z=-971.34  yaw=165.6
[Ess] [FOOT] 172  x=2790.18  y=-13.81  z=-973.82  yaw=167.5
[Ess] [FOOT] 173  x=2790.60  y=-13.84  z=-976.32  yaw=175.5
[Ess] [FOOT] 174  x=2789.00  y=-13.86  z=-977.95  yaw=-131.8
[Ess] [FOOT] 175  x=2787.10  y=-13.86  z=-979.60  yaw=-130.3
[Ess] [FOOT] 176  x=2785.08  y=-13.81  z=-981.24  yaw=-129.6
[Ess] [FOOT] 177  x=2783.19  y=-13.85  z=-982.98  yaw=-139.4
[Ess] [FOOT] 178  x=2782.56  y=-13.87  z=-985.02  yaw=-167.9
[Ess] [FOOT] 179  x=2780.45  y=-13.87  z=-985.55  yaw=-87.1
[Ess] [FOOT] 180  x=2778.50  y=-13.84  z=-986.67  yaw=-132.1
[Ess] [FOOT] 181  x=2776.59  y=-13.83  z=-988.39  yaw=-132.1
[Ess] [FOOT] 182  x=2775.60  y=-13.83  z=-989.29  yaw=-132.1
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] [gridprobe] dropped 244/256 probes (16x16 @ 8u), settling 8.0s...
[Ess] [GRID] 1  x=2714.26  y=-13.27  z=-1032.77  yaw=0.0
[Ess] [GRID] 2  x=2715.74  y=-13.56  z=-1025.20  yaw=0.0
[Ess] [GRID] 3  x=2716.06  y=-13.90  z=-1016.97  yaw=0.0
[Ess] [GRID] 4  x=2715.33  y=-13.90  z=-1009.65  yaw=0.0
[Ess] [GRID] 5  x=2714.78  y=-12.64  z=-998.68  yaw=0.0
[Ess] [GRID] 6  x=2715.82  y=-13.91  z=-992.89  yaw=0.0
[Ess] [GRID] 7  x=2715.94  y=-13.00  z=-985.71  yaw=0.0
[Ess] [GRID] 8  x=2714.89  y=-14.76  z=-974.97  yaw=0.0
[Ess] [GRID] 9  x=2705.32  y=-13.86  z=-968.15  yaw=0.0
[Ess] [GRID] 10  x=2718.18  y=-12.65  z=-962.61  yaw=0.0
[Ess] [GRID] 11  x=2715.67  y=-13.83  z=-953.98  yaw=0.0
[Ess] [GRID] 12  x=2715.74  y=-13.91  z=-945.24  yaw=0.0
[Ess] [GRID] 13  x=2723.13  y=-14.18  z=-1041.68  yaw=0.0
[Ess] [GRID] 14  x=2723.80  y=-13.59  z=-1033.08  yaw=0.0
[Ess] [GRID] 15  x=2724.01  y=-13.90  z=-1025.39  yaw=0.0
[Ess] [GRID] 16  x=2725.70  y=-13.00  z=-1016.93  yaw=0.0
[Ess] [GRID] 17  x=2721.20  y=-12.64  z=-1009.90  yaw=0.0
[Ess] [GRID] 18  x=2724.07  y=-13.90  z=-997.46  yaw=0.0
[Ess] [GRID] 19  x=2723.82  y=-13.91  z=-992.89  yaw=0.0
[Ess] [GRID] 20  x=2724.14  y=-12.99  z=-985.77  yaw=0.0
[Ess] [GRID] 21  x=2718.25  y=-13.91  z=-985.38  yaw=0.0
[Ess] [GRID] 22  x=2724.35  y=-13.91  z=-971.23  yaw=0.0
[Ess] [GRID] 23  x=2723.95  y=-12.80  z=-960.23  yaw=0.0
[Ess] [GRID] 24  x=2724.10  y=-12.54  z=-951.88  yaw=0.0
[Ess] [GRID] 25  x=2723.57  y=-13.91  z=-945.19  yaw=0.0
[Ess] [GRID] 26  x=2721.83  y=-13.07  z=-937.48  yaw=0.0
[Ess] [GRID] 27  x=2731.46  y=-13.70  z=-1049.32  yaw=0.0
[Ess] [GRID] 28  x=2730.68  y=-12.59  z=-1041.14  yaw=0.0
[Ess] [GRID] 29  x=2731.56  y=-13.90  z=-1033.59  yaw=0.0
[Ess] [GRID] 30  x=2731.59  y=-13.79  z=-1025.35  yaw=0.0
[Ess] [GRID] 31  x=2732.77  y=-13.00  z=-1016.96  yaw=0.0
[Ess] [GRID] 32  x=2732.11  y=-12.64  z=-1008.79  yaw=0.0
[Ess] [GRID] 33  x=2732.35  y=-12.64  z=-1000.57  yaw=0.0
[Ess] [GRID] 34  x=2730.90  y=-12.80  z=-994.01  yaw=0.0
[Ess] [GRID] 35  x=2730.51  y=-13.90  z=-986.43  yaw=0.0
[Ess] [GRID] 36  x=2733.21  y=-12.93  z=-976.86  yaw=0.0
[Ess] [GRID] 37  x=2731.35  y=-13.83  z=-969.82  yaw=0.0
[Ess] [GRID] 38  x=2731.71  y=-13.91  z=-961.25  yaw=0.0
[Ess] [GRID] 39  x=2727.74  y=-12.65  z=-949.93  yaw=0.0
[Ess] [GRID] 40  x=2731.19  y=-13.95  z=-945.21  yaw=0.0
[Ess] [GRID] 41  x=2745.61  y=-14.33  z=-936.13  yaw=0.0
[Ess] [GRID] 42  x=2731.54  y=-14.00  z=-929.33  yaw=0.0
[Ess] [GRID] 43  x=2738.53  y=-12.60  z=-1046.06  yaw=0.0
[Ess] [GRID] 44  x=2739.57  y=-13.91  z=-1041.13  yaw=0.0
[Ess] [GRID] 45  x=2739.62  y=-13.90  z=-1033.14  yaw=0.0
[Ess] [GRID] 46  x=2740.00  y=-13.90  z=-1026.45  yaw=0.0
[Ess] [GRID] 47  x=2737.32  y=-12.64  z=-1014.77  yaw=0.0
[Ess] [GRID] 48  x=2739.57  y=-13.90  z=-1009.57  yaw=0.0
[Ess] [GRID] 49  x=2736.57  y=-12.63  z=-1004.30  yaw=0.0
[Ess] [GRID] 50  x=2736.29  y=-12.79  z=-993.88  yaw=0.0
[Ess] [GRID] 51  x=2735.97  y=-12.64  z=-983.33  yaw=0.0
[Ess] [GRID] 52  x=2741.19  y=-13.00  z=-977.28  yaw=0.0
[Ess] [GRID] 53  x=2744.09  y=-13.89  z=-976.71  yaw=0.0
[Ess] [GRID] 54  x=2731.98  y=-13.88  z=-954.65  yaw=0.0
[Ess] [GRID] 55  x=2739.26  y=-13.91  z=-953.42  yaw=0.0
[Ess] [GRID] 56  x=2744.32  y=-13.12  z=-944.09  yaw=0.0
[Ess] [GRID] 57  x=2741.28  y=-14.07  z=-938.86  yaw=0.0
[Ess] [GRID] 58  x=2739.43  y=-14.00  z=-929.22  yaw=0.0
[Ess] [GRID] 59  x=2747.14  y=-12.30  z=-1048.81  yaw=0.0
[Ess] [GRID] 60  x=2749.01  y=-12.60  z=-1037.78  yaw=0.0
[Ess] [GRID] 61  x=2747.64  y=-13.90  z=-1033.09  yaw=0.0
[Ess] [GRID] 62  x=2747.85  y=-13.90  z=-1025.16  yaw=0.0
[Ess] [GRID] 63  x=2750.24  y=-12.98  z=-1017.67  yaw=0.0
[Ess] [GRID] 64  x=2745.01  y=-12.97  z=-1008.81  yaw=0.0
[Ess] [GRID] 65  x=2747.58  y=-13.89  z=-1000.91  yaw=0.0
[Ess] [GRID] 66  x=2747.28  y=-13.85  z=-993.41  yaw=0.0
[Ess] [GRID] 67  x=2748.95  y=-12.92  z=-988.98  yaw=0.0
[Ess] [GRID] 68  x=2747.21  y=-13.85  z=-977.52  yaw=0.0
[Ess] [GRID] 69  x=2750.76  y=-13.87  z=-972.17  yaw=0.0
[Ess] [GRID] 70  x=2747.55  y=-13.82  z=-961.26  yaw=0.0
[Ess] [GRID] 71  x=2747.79  y=-13.49  z=-953.27  yaw=0.0
[Ess] [GRID] 72  x=2747.58  y=-14.69  z=-945.28  yaw=0.0
[Ess] [GRID] 73  x=2747.64  y=-14.69  z=-937.28  yaw=0.0
[Ess] [GRID] 74  x=2747.90  y=-13.49  z=-929.59  yaw=0.0
[Ess] [GRID] 75  x=2761.76  y=-13.51  z=-1055.31  yaw=0.0
[Ess] [GRID] 76  x=2755.55  y=-13.32  z=-1041.69  yaw=0.0
[Ess] [GRID] 77  x=2756.18  y=-12.91  z=-1032.55  yaw=0.0
[Ess] [GRID] 78  x=2756.42  y=-13.00  z=-1025.13  yaw=0.0
[Ess] [GRID] 79  x=2755.60  y=-13.89  z=-1017.34  yaw=0.0
[Ess] [GRID] 80  x=2758.23  y=-13.87  z=-1008.72  yaw=0.0
[Ess] [GRID] 81  x=2753.17  y=-12.57  z=-1003.88  yaw=0.0
[Ess] [GRID] 82  x=2755.68  y=-12.74  z=-993.82  yaw=0.0
[Ess] [GRID] 83  x=2752.59  y=-12.95  z=-980.86  yaw=0.0
[Ess] [GRID] 84  x=2755.59  y=-13.89  z=-977.29  yaw=0.0
[Ess] [GRID] 85  x=2753.09  y=-12.64  z=-966.95  yaw=0.0
[Ess] [GRID] 86  x=2755.64  y=-13.90  z=-961.25  yaw=0.0
[Ess] [GRID] 87  x=2755.73  y=-12.31  z=-950.14  yaw=0.0
[Ess] [GRID] 88  x=2751.15  y=-13.12  z=-943.76  yaw=0.0
[Ess] [GRID] 89  x=2755.39  y=-14.70  z=-937.14  yaw=0.0
[Ess] [GRID] 90  x=2756.15  y=-13.12  z=-933.46  yaw=0.0
[Ess] [GRID] 91  x=2763.29  y=-13.49  z=-1049.28  yaw=0.0
[Ess] [GRID] 92  x=2767.72  y=-13.52  z=-1045.82  yaw=0.0
[Ess] [GRID] 93  x=2763.72  y=-12.33  z=-1029.55  yaw=0.0
[Ess] [GRID] 94  x=2763.95  y=-12.62  z=-1022.88  yaw=0.0
[Ess] [GRID] 95  x=2763.15  y=-12.41  z=-1018.78  yaw=0.0
[Ess] [GRID] 96  x=2764.80  y=-12.95  z=-1009.03  yaw=0.0
[Ess] [GRID] 97  x=2767.05  y=-12.76  z=-1004.25  yaw=0.0
[Ess] [GRID] 98  x=2764.42  y=-12.98  z=-993.18  yaw=0.0
[Ess] [GRID] 99  x=2764.11  y=-12.59  z=-988.41  yaw=0.0
[Ess] [GRID] 100  x=2760.20  y=-12.63  z=-978.20  yaw=0.0
[Ess] [GRID] 101  x=2763.54  y=-13.22  z=-969.54  yaw=0.0
[Ess] [GRID] 102  x=2759.18  y=-12.63  z=-957.85  yaw=0.0
[Ess] [GRID] 103  x=2763.54  y=-13.92  z=-953.42  yaw=0.0
[Ess] [GRID] 104  x=2764.27  y=-12.72  z=-943.68  yaw=0.0
[Ess] [GRID] 105  x=2763.11  y=-14.03  z=-937.48  yaw=0.0
[Ess] [GRID] 106  x=2761.68  y=-12.22  z=-930.91  yaw=0.0
[Ess] [GRID] 107  x=2768.23  y=-12.33  z=-1050.25  yaw=0.0
[Ess] [GRID] 108  x=2771.37  y=-13.48  z=-1041.36  yaw=0.0
[Ess] [GRID] 109  x=2771.79  y=-7.91  z=-1033.55  yaw=0.0
[Ess] [GRID] 110  x=2772.40  y=-12.64  z=-1024.62  yaw=0.0
[Ess] [GRID] 111  x=2766.05  y=-12.97  z=-1017.95  yaw=0.0
[Ess] [GRID] 112  x=2769.03  y=-12.62  z=-1005.71  yaw=0.0
[Ess] [GRID] 113  x=2768.79  y=-12.58  z=-1002.70  yaw=0.0
[Ess] [GRID] 114  x=2780.96  y=-13.90  z=-992.39  yaw=0.0
[Ess] [GRID] 115  x=2770.39  y=-12.76  z=-986.11  yaw=0.0
[Ess] [GRID] 116  x=2769.09  y=-13.00  z=-975.81  yaw=0.0
[Ess] [GRID] 117  x=2771.81  y=-13.92  z=-969.20  yaw=0.0
[Ess] [GRID] 118  x=2764.53  y=-13.92  z=-962.83  yaw=0.0
[Ess] [GRID] 119  x=2768.13  y=-12.64  z=-953.90  yaw=0.0
[Ess] [GRID] 120  x=2770.57  y=-13.00  z=-945.38  yaw=0.0
[Ess] [GRID] 121  x=2780.56  y=-13.94  z=-932.68  yaw=0.0
[Ess] [GRID] 122  x=2771.75  y=-13.89  z=-929.28  yaw=0.0
[Ess] [GRID] 123  x=2777.58  y=-12.33  z=-1047.23  yaw=0.0
[Ess] [GRID] 124  x=2779.10  y=-13.60  z=-1041.65  yaw=0.0
[Ess] [GRID] 125  x=2780.53  y=-12.62  z=-1033.48  yaw=0.0
[Ess] [GRID] 126  x=2779.73  y=-7.91  z=-1025.52  yaw=0.0
[Ess] [GRID] 127  x=2774.48  y=-12.86  z=-1014.59  yaw=0.0
[Ess] [GRID] 128  x=2775.72  y=-13.67  z=-1001.69  yaw=0.0
[Ess] [GRID] 129  x=2778.24  y=-12.98  z=-1001.03  yaw=0.0
[Ess] [GRID] 130  x=2780.64  y=-12.63  z=-996.28  yaw=0.0
[Ess] [GRID] 131  x=2784.89  y=-12.73  z=-980.70  yaw=0.0
[Ess] [GRID] 132  x=2779.40  y=-13.82  z=-977.42  yaw=0.0
[Ess] [GRID] 133  x=2779.56  y=-13.86  z=-969.48  yaw=0.0
[Ess] [GRID] 134  x=2776.00  y=-12.73  z=-961.03  yaw=0.0
[Ess] [GRID] 135  x=2774.73  y=-13.00  z=-956.07  yaw=0.0
[Ess] [GRID] 136  x=2776.20  y=-12.64  z=-944.52  yaw=0.0
[Ess] [GRID] 137  x=2779.99  y=-13.95  z=-937.29  yaw=0.0
[Ess] [GRID] 138  x=2775.09  y=-12.67  z=-931.19  yaw=0.0
[Ess] [GRID] 139  x=2786.36  y=-12.33  z=-1051.23  yaw=0.0
[Ess] [GRID] 140  x=2785.85  y=-12.69  z=-1041.19  yaw=0.0
[Ess] [GRID] 141  x=2787.55  y=-13.58  z=-1033.40  yaw=0.0
[Ess] [GRID] 142  x=2787.95  y=-13.80  z=-1026.01  yaw=0.0
[Ess] [GRID] 143  x=2789.69  y=-12.38  z=-1015.19  yaw=0.0
[Ess] [GRID] 144  x=2783.85  y=-12.79  z=-1004.35  yaw=0.0
[Ess] [GRID] 145  x=2786.75  y=-13.00  z=-1001.58  yaw=0.0
[Ess] [GRID] 146  x=2783.67  y=-12.63  z=-995.50  yaw=0.0
[Ess] [GRID] 147  x=2786.10  y=-12.63  z=-988.71  yaw=0.0
[Ess] [GRID] 148  x=2787.73  y=-13.88  z=-977.46  yaw=0.0
[Ess] [GRID] 149  x=2787.51  y=-13.82  z=-969.41  yaw=0.0
[Ess] [GRID] 150  x=2786.70  y=-12.98  z=-961.58  yaw=0.0
[Ess] [GRID] 151  x=2787.69  y=-13.98  z=-953.79  yaw=0.0
[Ess] [GRID] 152  x=2790.86  y=-13.00  z=-946.82  yaw=0.0
[Ess] [GRID] 153  x=2787.46  y=-13.90  z=-937.43  yaw=0.0
[Ess] [GRID] 154  x=2787.61  y=-13.90  z=-929.23  yaw=0.0
[Ess] [GRID] 155  x=2795.02  y=-13.60  z=-1049.83  yaw=0.0
[Ess] [GRID] 156  x=2796.88  y=-12.43  z=-1043.43  yaw=0.0
[Ess] [GRID] 157  x=2793.03  y=-13.26  z=-1030.37  yaw=0.0
[Ess] [GRID] 158  x=2795.50  y=-13.25  z=-1028.95  yaw=0.0
[Ess] [GRID] 159  x=2795.54  y=-13.88  z=-1017.35  yaw=0.0
[Ess] [GRID] 160  x=2795.43  y=-13.91  z=-1009.14  yaw=0.0
[Ess] [GRID] 161  x=2792.76  y=-12.63  z=-999.43  yaw=0.0
[Ess] [GRID] 162  x=2796.17  y=-12.63  z=-990.05  yaw=0.0
[Ess] [GRID] 163  x=2792.27  y=-12.64  z=-987.41  yaw=0.0
[Ess] [GRID] 164  x=2788.70  y=-13.89  z=-979.79  yaw=0.0
[Ess] [GRID] 165  x=2798.99  y=-12.62  z=-970.31  yaw=0.0
[Ess] [GRID] 166  x=2793.07  y=-12.61  z=-958.32  yaw=0.0
[Ess] [GRID] 167  x=2793.58  y=-12.63  z=-949.56  yaw=0.0
[Ess] [GRID] 168  x=2795.72  y=-13.90  z=-945.51  yaw=0.0
[Ess] [GRID] 169  x=2787.09  y=-12.52  z=-951.85  yaw=0.0
[Ess] [GRID] 170  x=2795.65  y=-13.92  z=-929.46  yaw=0.0
[Ess] [GRID] 171  x=2807.56  y=-15.92  z=-1049.80  yaw=0.0
[Ess] [GRID] 172  x=2798.33  y=-13.60  z=-1038.79  yaw=0.0
[Ess] [GRID] 173  x=2804.29  y=-14.32  z=-1032.37  yaw=0.0
[Ess] [GRID] 174  x=2803.81  y=-13.76  z=-1029.63  yaw=0.0
[Ess] [GRID] 175  x=2803.63  y=-13.90  z=-1017.15  yaw=0.0
[Ess] [GRID] 176  x=2803.81  y=-13.91  z=-1009.39  yaw=0.0
[Ess] [GRID] 177  x=2803.81  y=-13.91  z=-1001.38  yaw=0.0
[Ess] [GRID] 178  x=2803.79  y=-13.91  z=-993.40  yaw=0.0
[Ess] [GRID] 179  x=2803.44  y=-13.90  z=-985.13  yaw=0.0
[Ess] [GRID] 180  x=2803.60  y=-13.89  z=-977.31  yaw=0.0
[Ess] [GRID] 181  x=2803.46  y=-12.60  z=-972.85  yaw=0.0
[Ess] [GRID] 182  x=2806.42  y=-12.63  z=-957.29  yaw=0.0
[Ess] [GRID] 183  x=2803.02  y=-13.00  z=-953.04  yaw=0.0
[Ess] [GRID] 184  x=2801.29  y=-12.64  z=-944.56  yaw=0.0
[Ess] [GRID] 185  x=2802.17  y=-13.00  z=-937.58  yaw=0.0
[Ess] [GRID] 186  x=2794.60  y=-13.98  z=-919.63  yaw=0.0
[Ess] [GRID] 187  x=2813.60  y=-16.04  z=-1054.95  yaw=0.0
[Ess] [GRID] 188  x=2816.39  y=-17.71  z=-1042.83  yaw=0.0
[Ess] [GRID] 189  x=2815.30  y=-17.73  z=-1041.72  yaw=0.0
[Ess] [GRID] 190  x=2811.22  y=-14.62  z=-1026.91  yaw=0.0
[Ess] [GRID] 191  x=2809.96  y=-12.66  z=-1013.72  yaw=0.0
[Ess] [GRID] 192  x=2812.73  y=-12.64  z=-1004.99  yaw=0.0
[Ess] [GRID] 193  x=2811.81  y=-13.91  z=-1001.39  yaw=0.0
[Ess] [GRID] 194  x=2811.80  y=-13.90  z=-993.39  yaw=0.0
[Ess] [GRID] 195  x=2811.68  y=-13.90  z=-985.27  yaw=0.0
[Ess] [GRID] 196  x=2811.65  y=-13.87  z=-977.47  yaw=0.0
[Ess] [GRID] 197  x=2809.78  y=-12.95  z=-969.16  yaw=0.0
[Ess] [GRID] 198  x=2810.02  y=-12.64  z=-958.42  yaw=0.0
[Ess] [GRID] 199  x=2811.65  y=-13.91  z=-953.12  yaw=0.0
[Ess] [GRID] 200  x=2811.70  y=-13.91  z=-945.32  yaw=0.0
[Ess] [GRID] 201  x=2811.03  y=-12.64  z=-940.90  yaw=0.0
[Ess] [GRID] 202  x=2821.72  y=-12.67  z=-921.54  yaw=0.0
[Ess] [GRID] 203  x=2819.70  y=-18.99  z=-1049.41  yaw=0.0
[Ess] [GRID] 204  x=2819.28  y=-18.22  z=-1045.49  yaw=0.0
[Ess] [GRID] 205  x=2820.34  y=-18.25  z=-1044.94  yaw=0.0
[Ess] [GRID] 206  x=2818.89  y=-13.91  z=-1025.52  yaw=0.0
[Ess] [GRID] 207  x=2812.76  y=-13.92  z=-1024.85  yaw=0.0
[Ess] [GRID] 208  x=2814.68  y=-13.90  z=-1001.30  yaw=0.0
[Ess] [GRID] 209  x=2816.03  y=-12.64  z=-992.14  yaw=0.0
[Ess] [GRID] 210  x=2819.87  y=-13.90  z=-993.13  yaw=0.0
[Ess] [GRID] 211  x=2820.68  y=-13.00  z=-985.39  yaw=0.0
[Ess] [GRID] 212  x=2826.04  y=-13.36  z=-970.55  yaw=0.0
[Ess] [GRID] 213  x=2813.01  y=-12.97  z=-966.66  yaw=0.0
[Ess] [GRID] 214  x=2815.64  y=-12.64  z=-960.26  yaw=0.0
[Ess] [GRID] 215  x=2819.49  y=-13.91  z=-953.42  yaw=0.0
[Ess] [GRID] 216  x=2819.72  y=-13.91  z=-945.10  yaw=0.0
[Ess] [GRID] 217  x=2813.60  y=-13.91  z=-940.28  yaw=0.0
[Ess] [GRID] 218  x=2816.64  y=-12.64  z=-932.33  yaw=0.0
[Ess] [GRID] 219  x=2823.66  y=-16.84  z=-1040.53  yaw=0.0
[Ess] [GRID] 220  x=2827.95  y=-16.38  z=-1038.83  yaw=0.0
[Ess] [GRID] 221  x=2842.97  y=-12.85  z=-1012.23  yaw=0.0
[Ess] [GRID] 222  x=2838.93  y=-12.74  z=-1004.68  yaw=0.0
[Ess] [GRID] 223  x=2819.61  y=-13.00  z=-998.33  yaw=0.0
[Ess] [GRID] 224  x=2827.80  y=-13.91  z=-993.38  yaw=0.0
[Ess] [GRID] 225  x=2827.57  y=-13.87  z=-985.34  yaw=0.0
[Ess] [GRID] 226  x=2827.53  y=-13.51  z=-977.10  yaw=0.0
[Ess] [GRID] 227  x=2827.40  y=-12.90  z=-967.88  yaw=0.0
[Ess] [GRID] 228  x=2823.59  y=-12.64  z=-960.15  yaw=0.0
[Ess] [GRID] 229  x=2827.58  y=-13.91  z=-952.86  yaw=0.0
[Ess] [GRID] 230  x=2833.48  y=-13.00  z=-947.96  yaw=0.0
[Ess] [GRID] 231  x=2827.34  y=-13.91  z=-937.40  yaw=0.0
[Ess] [GRID] 232  x=2838.38  y=-17.34  z=-1038.31  yaw=0.0
[Ess] [GRID] 233  x=2845.78  y=-14.44  z=-1029.59  yaw=0.0
[Ess] [GRID] 234  x=2846.98  y=-12.64  z=-1015.55  yaw=0.0
[Ess] [GRID] 235  x=2851.26  y=-16.06  z=-1000.11  yaw=0.0
[Ess] [GRID] 236  x=2848.57  y=-13.69  z=-998.98  yaw=0.0
[Ess] [GRID] 237  x=2835.97  y=-13.90  z=-993.36  yaw=0.0
[Ess] [GRID] 238  x=2838.58  y=-12.40  z=-981.78  yaw=0.0
[Ess] [GRID] 239  x=2831.59  y=-12.85  z=-983.06  yaw=0.0
[Ess] [GRID] 240  x=2843.01  y=-13.78  z=-971.77  yaw=0.0
[Ess] [GRID] 241  x=2835.50  y=-13.91  z=-960.97  yaw=0.0
[Ess] [GRID] 242  x=2835.42  y=-13.91  z=-953.18  yaw=0.0
[Ess] [GRID] 243  x=2835.40  y=-13.91  z=-945.25  yaw=0.0
[Ess] [gridprobe] read 243 probe(s), cleaned up.
[Ess] [FOOT] 183  x=2774.44  y=-13.84  z=-990.29  yaw=-131.1
[Ess] [FOOT] 184  x=2773.28  y=-13.84  z=-991.17  yaw=-123.4
[Ess] [FOOT] 185  x=2771.39  y=-13.84  z=-992.01  yaw=-106.1
[Ess] [FOOT] 186  x=2769.03  y=-13.85  z=-992.05  yaw=-81.8
[Ess] [FOOT] 187  x=2766.55  y=-13.86  z=-991.71  yaw=-81.8
[Ess] [FOOT] 188  x=2764.42  y=-13.87  z=-992.56  yaw=-121.3
[Ess] [FOOT] 189  x=2762.37  y=-13.87  z=-992.21  yaw=-58.9
[Ess] [FOOT] 190  x=2760.30  y=-13.87  z=-991.34  yaw=-69.8
[Ess] [FOOT] 191  x=2758.01  y=-13.84  z=-991.79  yaw=-102.4
[Ess] [FOOT] 192  x=2755.71  y=-13.81  z=-990.73  yaw=-65.2
[Ess] [FOOT] 193  x=2753.37  y=-13.81  z=-989.64  yaw=-65.2
[Ess] [FOOT] 194  x=2751.06  y=-13.80  z=-988.53  yaw=-64.4
[Ess] [FOOT] 195  x=2748.74  y=-13.80  z=-987.36  yaw=-62.8
[Ess] [FOOT] 196  x=2746.50  y=-13.85  z=-986.18  yaw=-62.8
[Ess] [FOOT] 197  x=2744.26  y=-13.86  z=-986.23  yaw=-107.0
[Ess] [FOOT] 198  x=2742.06  y=-13.89  z=-985.59  yaw=-59.0
[Ess] [FOOT] 199  x=2739.87  y=-13.87  z=-984.26  yaw=-56.7
[Ess] [FOOT] 200  x=2738.08  y=-13.88  z=-982.41  yaw=-43.1
[Ess] [FOOT] 201  x=2736.34  y=-13.90  z=-980.48  yaw=-40.2
[Ess] [FOOT] 202  x=2734.68  y=-13.90  z=-978.47  yaw=-40.2
[Ess] [FOOT] 203  x=2732.84  y=-13.90  z=-976.68  yaw=-50.8
[Ess] [FOOT] 204  x=2730.61  y=-13.89  z=-975.41  yaw=-65.9
[Ess] [FOOT] 205  x=2728.25  y=-13.89  z=-974.38  yaw=-65.9
[Ess] [FOOT] 206  x=2725.85  y=-13.88  z=-973.31  yaw=-65.9
[Ess] [FOOT] 207  x=2723.47  y=-13.88  z=-972.30  yaw=-67.3
[Ess] [FOOT] 208  x=2721.26  y=-13.88  z=-971.17  yaw=-64.4
[Ess] [FOOT] 209  x=2720.15  y=-13.88  z=-968.94  yaw=-26.4
[Ess] [FOOT] 210  x=2719.01  y=-13.88  z=-966.64  yaw=-26.4
[Ess] [FOOT] 211  x=2717.33  y=-13.87  z=-965.17  yaw=-55.9
[Ess] [FOOT] 212  x=2714.90  y=-13.83  z=-964.68  yaw=-79.4
[Ess] [FOOT] 213  x=2712.38  y=-13.78  z=-964.39  yaw=-86.4
[Ess] [FOOT] 214  x=2709.79  y=-13.79  z=-964.40  yaw=-91.5
[Ess] [FOOT] 215  x=2707.45  y=-13.80  z=-964.21  yaw=-91.5
[Ess] [FOOT] 216  x=2704.82  y=-13.81  z=-964.29  yaw=-91.5
[Ess] [FOOT] 217  x=2702.18  y=-13.82  z=-964.38  yaw=-91.5
[Ess] [FOOT] 218  x=2699.55  y=-13.83  z=-964.46  yaw=-91.5
