[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2638.71  y=-3.89  z=-1032.05  yaw=131.4
[Ess] [ROAD] 629  x=1537.84  y=-27.49  z=519.63  yaw=-102.6
[Ess] [ROAD] 630  x=1528.14  y=-27.49  z=517.54  yaw=-102.5
[Ess] [ROAD] 631  x=1518.17  y=-27.49  z=515.33  yaw=-102.5
[Ess] [ROAD] 632  x=1508.45  y=-27.49  z=513.18  yaw=-102.5
[Ess] [ROAD] 633  x=1498.25  y=-27.49  z=510.92  yaw=-102.5
[Ess] [ROAD] 634  x=1488.12  y=-27.48  z=508.62  yaw=-104.5
[Ess] [ROAD] 635  x=1477.93  y=-27.48  z=506.01  yaw=-105.4
[Ess] [ROAD] 636  x=1467.80  y=-27.47  z=503.09  yaw=-108.3
[Ess] [ROAD] 637  x=1457.86  y=-27.46  z=499.69  yaw=-111.7
[Ess] [ROAD] 638  x=1448.23  y=-27.45  z=495.77  yaw=-114.9
[Ess] [ROAD] 639  x=1438.82  y=-27.44  z=491.33  yaw=-118.8
[Ess] [ROAD] 640  x=1429.76  y=-27.43  z=486.25  yaw=-123.3
[Ess] [ROAD] 641  x=1420.95  y=-27.42  z=480.44  yaw=-126.6
[Ess] [ROAD] 642  x=1413.01  y=-27.41  z=474.49  yaw=-131.1
[Ess] [ROAD] 643  x=1405.29  y=-27.41  z=467.36  yaw=-141.0
[Ess] [ROAD] 644  x=1398.64  y=-27.41  z=459.51  yaw=-143.0
[Ess] [ROAD] 645  x=1392.22  y=-27.42  z=451.13  yaw=-144.7
[Ess] [ROAD] 646  x=1386.43  y=-27.43  z=442.46  yaw=-153.1
[Ess] [ROAD] 647  x=1382.03  y=-27.45  z=433.61  yaw=-159.8
[Ess] [ROAD] 648  x=1378.54  y=-27.46  z=423.70  yaw=-168.7
[Ess] [ROAD] 649  x=1376.75  y=-27.48  z=413.70  yaw=-178.1
[Ess] [ROAD] 650  x=1376.10  y=-27.49  z=403.34  yaw=-178.6
[Ess] [ROAD] 651  x=1375.77  y=-27.49  z=392.91  yaw=-178.5
[Ess] [ROAD] 652  x=1375.50  y=-27.49  z=382.98  yaw=-178.5
[Ess] [ROAD] 653  x=1375.22  y=-27.48  z=372.51  yaw=-178.5
[Ess] [ROAD] 654  x=1374.94  y=-27.44  z=361.89  yaw=-178.5
[Ess] [ROAD] 655  x=1374.66  y=-27.39  z=351.53  yaw=-178.5
[Ess] [ROAD] 656  x=1374.38  y=-27.34  z=340.92  yaw=-178.5
[Ess] [ROAD] 657  x=1374.10  y=-27.30  z=330.53  yaw=-178.4
[Ess] [ROAD] 658  x=1373.81  y=-27.25  z=319.95  yaw=-178.4
[Ess] [ROAD] 659  x=1373.52  y=-27.21  z=309.41  yaw=-178.4
[Ess] [ROAD] 660  x=1373.24  y=-27.19  z=299.10  yaw=-178.4
[Ess] [ROAD] 661  x=1372.95  y=-27.19  z=288.51  yaw=-178.4
[Ess] [ROAD] 662  x=1372.66  y=-27.19  z=278.41  yaw=-178.4
[Ess] [ROAD] 663  x=1372.38  y=-27.20  z=268.24  yaw=-178.4
[Ess] [ROAD] 664  x=1372.08  y=-27.22  z=257.76  yaw=-178.4
[Ess] [ROAD] 665  x=1371.87  y=-27.24  z=247.26  yaw=179.4
[Ess] [ROAD] 666  x=1371.93  y=-27.26  z=236.86  yaw=178.9
[Ess] [ROAD] 667  x=1372.10  y=-27.28  z=226.35  yaw=178.9
[Ess] [ROAD] 668  x=1372.28  y=-27.31  z=216.44  yaw=178.9
[Ess] [ROAD] 669  x=1372.47  y=-27.33  z=206.11  yaw=178.9
[Ess] [ROAD] 670  x=1372.66  y=-27.35  z=196.18  yaw=178.9
[Ess] [ROAD] 671  x=1372.83  y=-27.37  z=187.02  yaw=178.9
[Ess] [ROAD] 672  x=1372.97  y=-27.39  z=179.32  yaw=178.9
[Ess] [ROAD] 673  x=1373.07  y=-27.40  z=173.18  yaw=-179.6
[Ess] [ROAD] 674  x=1372.79  y=-27.40  z=167.44  yaw=-171.5
[Ess] [ROAD] 675  x=1372.01  y=-27.41  z=161.86  yaw=-166.7
[Ess] [ROAD] 676  x=1370.44  y=-27.41  z=156.47  yaw=-151.5
[Ess] [ROAD] 677  x=1367.42  y=-27.41  z=151.59  yaw=-129.6
[Ess] [ROAD] 678  x=1362.81  y=-27.41  z=148.04  yaw=-106.4
[Ess] [ROAD] 679  x=1357.28  y=-27.41  z=146.29  yaw=-94.0
[Ess] [ROAD] 680  x=1351.02  y=-27.41  z=145.14  yaw=-104.7
[Ess] [ROAD] 681  x=1344.45  y=-27.41  z=142.95  yaw=-119.0
[Ess] [ROAD] 682  x=1338.43  y=-27.41  z=139.94  yaw=-120.6
[Ess] [ROAD] 683  x=1332.53  y=-27.41  z=136.59  yaw=-120.6
[Ess] [ROAD] 684  x=1326.71  y=-27.41  z=133.19  yaw=-120.6
[Ess] [ROAD] 685  x=1321.00  y=-27.41  z=129.82  yaw=-120.5
[Ess] [ROAD] 686  x=1315.35  y=-27.41  z=126.49  yaw=-120.5
[Ess] [ROAD] 687  x=1309.71  y=-27.41  z=123.16  yaw=-120.5
[Ess] [ROAD] 688  x=1304.20  y=-27.41  z=119.91  yaw=-120.5
[Ess] [ROAD] 689  x=1298.76  y=-27.41  z=116.70  yaw=-120.5
[Ess] [ROAD] 690  x=1293.36  y=-27.40  z=113.51  yaw=-120.5
[Ess] [ROAD] 691  x=1288.72  y=-27.40  z=110.78  yaw=-120.8
[Ess] [ROAD] 692  x=1285.51  y=-27.40  z=108.56  yaw=-128.4
[Ess] [ROAD] 693  x=1283.44  y=-27.40  z=106.49  yaw=-139.8
[Ess] [ROAD] 694  x=1281.53  y=-27.40  z=104.16  yaw=-144.5
[Ess] [ROAD] 695  x=1279.85  y=-27.40  z=101.59  yaw=-154.0
[Ess] [ROAD] 696  x=1278.60  y=-27.41  z=98.36  yaw=-171.7
[Ess] [ROAD] 697  x=1277.99  y=-27.39  z=94.40  yaw=-174.8
[Ess] [ROAD] 698  x=1277.40  y=-27.51  z=89.83  yaw=-168.4
[Ess] [ROAD] 699  x=1276.31  y=-27.51  z=84.67  yaw=-166.3
[Ess] [ROAD] 700  x=1275.28  y=-27.68  z=78.72  yaw=-176.9
[Ess] [ROAD] 701  x=1274.81  y=-27.84  z=71.96  yaw=-179.9
[Ess] [ROAD] 702  x=1274.91  y=-28.04  z=64.51  yaw=174.8
[Ess] [ROAD] 703  x=1275.78  y=-28.30  z=56.36  yaw=169.8
[Ess] [ROAD] 704  x=1277.25  y=-28.61  z=47.42  yaw=169.7
[Ess] [ROAD] 705  x=1278.99  y=-28.97  z=37.66  yaw=169.7
[Ess] [ROAD] 706  x=1280.81  y=-29.35  z=27.61  yaw=169.7
[Ess] [ROAD] 707  x=1282.66  y=-29.73  z=17.35  yaw=169.7
[Ess] [ROAD] 708  x=1284.76  y=-30.11  z=7.09  yaw=165.8
[Ess] [ROAD] 709  x=1287.22  y=-30.46  z=-3.10  yaw=166.9
[Ess] [ROAD] 710  x=1289.27  y=-30.77  z=-13.31  yaw=173.4
[Ess] [ROAD] 711  x=1290.46  y=-31.13  z=-23.70  yaw=177.8
[Ess] [ROAD] 712  x=1290.94  y=-31.58  z=-34.14  yaw=178.7
[Ess] [ROAD] 713  x=1291.46  y=-32.08  z=-44.68  yaw=175.2
[Ess] [ROAD] 714  x=1292.26  y=-32.58  z=-55.08  yaw=175.1
[Ess] [ROAD] 715  x=1293.16  y=-33.04  z=-65.75  yaw=175.1
[Ess] [ROAD] 716  x=1294.05  y=-33.34  z=-76.09  yaw=175.1
[Ess] [ROAD] 717  x=1294.95  y=-33.58  z=-86.44  yaw=173.8
[Ess] [ROAD] 718  x=1296.31  y=-33.55  z=-96.80  yaw=169.2
[Ess] [ROAD] 719  x=1298.25  y=-33.30  z=-107.10  yaw=166.9
[Ess] [ROAD] 720  x=1300.61  y=-32.76  z=-117.45  yaw=165.2
[Ess] [ROAD] 721  x=1303.44  y=-31.75  z=-127.50  yaw=160.4
[Ess] [ROAD] 722  x=1307.18  y=-30.50  z=-137.17  yaw=150.9
[Ess] [ROAD] 723  x=1312.32  y=-29.08  z=-146.26  yaw=144.5
[Ess] [ROAD] 724  x=1318.11  y=-27.65  z=-154.85  yaw=145.8
[Ess] [ROAD] 725  x=1323.82  y=-26.30  z=-163.56  yaw=148.3
[Ess] [ROAD] 726  x=1329.38  y=-25.07  z=-172.46  yaw=148.5
[Ess] [ROAD] 727  x=1334.84  y=-23.83  z=-181.35  yaw=148.5
[Ess] [ROAD] 728  x=1340.30  y=-22.42  z=-190.28  yaw=148.6
[Ess] [ROAD] 729  x=1345.62  y=-20.91  z=-199.28  yaw=153.7
[Ess] [ROAD] 730  x=1350.26  y=-19.35  z=-208.75  yaw=157.5
[Ess] [ROAD] 731  x=1354.27  y=-17.85  z=-218.09  yaw=157.7
[Ess] [ROAD] 732  x=1358.19  y=-16.35  z=-227.54  yaw=157.7
[Ess] [ROAD] 733  x=1361.82  y=-14.89  z=-237.07  yaw=165.4
[Ess] [ROAD] 734  x=1364.32  y=-13.54  z=-246.88  yaw=171.1
[Ess] [ROAD] 735  x=1366.20  y=-12.31  z=-256.54  yaw=166.1
[Ess] [ROAD] 736  x=1368.60  y=-11.17  z=-266.18  yaw=163.4
[Ess] [ROAD] 737  x=1370.84  y=-10.16  z=-275.53  yaw=173.4
[Ess] [ROAD] 738  x=1372.06  y=-9.22  z=-285.03  yaw=175.9
[Ess] [ROAD] 739  x=1373.20  y=-8.36  z=-294.41  yaw=169.2
[Ess] [ROAD] 740  x=1374.67  y=-7.58  z=-303.61  yaw=174.3
[Ess] [ROAD] 741  x=1375.47  y=-6.89  z=-312.36  yaw=178.7
[Ess] [ROAD] 742  x=1375.82  y=-6.21  z=-321.51  yaw=179.0
[Ess] [ROAD] 743  x=1376.03  y=-5.57  z=-330.56  yaw=178.9
[Ess] [ROAD] 744  x=1376.20  y=-4.98  z=-339.38  yaw=178.9
[Ess] [ROAD] 745  x=1376.34  y=-4.50  z=-347.11  yaw=178.9
[Ess] [ROAD] 746  x=1376.48  y=-4.11  z=-354.21  yaw=178.9
[Ess] [ROAD] 747  x=1376.59  y=-3.83  z=-360.12  yaw=178.9
[Ess] [ROAD] 748  x=1376.70  y=-3.60  z=-365.83  yaw=178.9
[Ess] [ROAD] 749  x=1376.80  y=-3.40  z=-371.46  yaw=179.0
[Ess] [ROAD] 750  x=1376.73  y=-3.24  z=-377.03  yaw=-173.8
[Ess] [ROAD] 751  x=1375.85  y=-3.15  z=-382.25  yaw=-157.1
[Ess] [ROAD] 752  x=1373.94  y=-3.14  z=-386.85  yaw=-147.4
[Ess] [ROAD] 753  x=1371.34  y=-3.14  z=-391.06  yaw=-141.6
[Ess] [ROAD] 754  x=1367.96  y=-3.14  z=-395.26  yaw=-134.0
[Ess] [ROAD] 755  x=1363.68  y=-3.03  z=-399.17  yaw=-124.9
[Ess] [ROAD] 756  x=1358.87  y=-2.44  z=-402.72  yaw=-122.9
[Ess] [ROAD] 757  x=1353.38  y=-1.66  z=-406.08  yaw=-115.3
[Ess] [ROAD] 758  x=1347.59  y=-0.85  z=-408.96  yaw=-113.6
[Ess] [ROAD] 759  x=1341.85  y=-0.02  z=-411.52  yaw=-110.6
[Ess] [ROAD] 760  x=1335.98  y=0.85  z=-413.50  yaw=-101.5
[Ess] [ROAD] 761  x=1330.03  y=1.78  z=-414.83  yaw=-96.2
[Ess] [ROAD] 762  x=1323.95  y=2.88  z=-415.59  yaw=-92.4
[Ess] [ROAD] 763  x=1317.68  y=3.97  z=-415.84  yaw=-82.9
[Ess] [ROAD] 764  x=1311.68  y=5.08  z=-415.29  yaw=-66.8
[Ess] [ROAD] 765  x=1306.25  y=6.05  z=-413.67  yaw=-57.9
[Ess] [ROAD] 766  x=1301.38  y=7.03  z=-411.20  yaw=-57.4
[Ess] [ROAD] 767  x=1296.36  y=8.08  z=-408.15  yaw=-57.3
[Ess] [ROAD] 768  x=1290.95  y=9.22  z=-404.99  yaw=-65.2
[Ess] [ROAD] 769  x=1285.35  y=10.40  z=-402.34  yaw=-69.2
[Ess] [ROAD] 770  x=1279.65  y=11.52  z=-400.23  yaw=-74.3
[Ess] [ROAD] 771  x=1273.95  y=12.42  z=-398.55  yaw=-78.0
[Ess] [ROAD] 772  x=1268.51  y=13.14  z=-397.33  yaw=-79.6
[Ess] [ROAD] 773  x=1262.82  y=13.67  z=-396.23  yaw=-80.4
[Ess] [ROAD] 774  x=1257.18  y=13.90  z=-395.41  yaw=-84.9
[Ess] [ROAD] 775  x=1251.53  y=14.02  z=-394.84  yaw=-85.5
[Ess] [ROAD] 776  x=1245.95  y=14.18  z=-394.41  yaw=-87.6
[Ess] [ROAD] 777  x=1240.18  y=14.43  z=-394.14  yaw=-88.2
[Ess] [ROAD] 778  x=1233.94  y=14.71  z=-393.92  yaw=-90.1
[Ess] [ROAD] 779  x=1227.67  y=15.03  z=-393.92  yaw=-91.3
[Ess] [ROAD] 780  x=1220.90  y=15.38  z=-394.05  yaw=-91.8
[Ess] [ROAD] 781  x=1213.53  y=15.78  z=-394.25  yaw=-91.9
[Ess] [ROAD] 782  x=1206.14  y=16.19  z=-394.48  yaw=-91.8
[Ess] [ROAD] 783  x=1198.76  y=16.61  z=-394.71  yaw=-91.8
[Ess] [ROAD] 784  x=1191.03  y=17.14  z=-394.97  yaw=-91.8
[Ess] [ROAD] 785  x=1183.47  y=17.65  z=-395.15  yaw=-88.4
[Ess] [ROAD] 786  x=1175.91  y=18.16  z=-394.93  yaw=-85.8
[Ess] [ROAD] 787  x=1168.44  y=18.65  z=-394.46  yaw=-85.1
[Ess] [ROAD] 788  x=1161.10  y=19.28  z=-393.57  yaw=-78.0
[Ess] [ROAD] 789  x=1154.04  y=19.90  z=-392.19  yaw=-76.7
[Ess] [ROAD] 790  x=1147.00  y=20.53  z=-390.56  yaw=-76.6
[Ess] [ROAD] 791  x=1140.08  y=21.20  z=-388.90  yaw=-76.6
[Ess] [ROAD] 792  x=1133.25  y=21.85  z=-387.23  yaw=-76.5
[Ess] [ROAD] 793  x=1126.54  y=22.52  z=-385.46  yaw=-71.1
[Ess] [ROAD] 794  x=1120.01  y=23.18  z=-383.22  yaw=-67.5
[Ess] [ROAD] 795  x=1113.24  y=23.91  z=-380.34  yaw=-61.8
[Ess] [ROAD] 796  x=1106.61  y=24.63  z=-376.76  yaw=-57.5
[Ess] [ROAD] 797  x=1100.34  y=25.34  z=-372.87  yaw=-54.7
[Ess] [ROAD] 798  x=1094.89  y=26.02  z=-368.61  yaw=-41.3
[Ess] [ROAD] 799  x=1090.20  y=26.73  z=-363.43  yaw=-34.9
[Ess] [ROAD] 800  x=1085.94  y=27.51  z=-357.32  yaw=-27.2
[Ess] [ROAD] 801  x=1082.40  y=28.29  z=-350.73  yaw=-24.2
[Ess] [ROAD] 802  x=1079.34  y=29.07  z=-343.97  yaw=-19.7
[Ess] [ROAD] 803  x=1077.13  y=29.82  z=-337.17  yaw=-11.8
[Ess] [ROAD] 804  x=1075.40  y=30.57  z=-329.87  yaw=-13.4
[Ess] [ROAD] 805  x=1073.41  y=31.38  z=-322.44  yaw=-17.6
[Ess] [ROAD] 806  x=1071.17  y=32.14  z=-315.20  yaw=-19.5
[Ess] [ROAD] 807  x=1068.56  y=32.91  z=-308.09  yaw=-22.3
[Ess] [ROAD] 808  x=1065.53  y=33.74  z=-300.51  yaw=-22.2
[Ess] [ROAD] 809  x=1062.32  y=34.62  z=-292.45  yaw=-20.2
[Ess] [ROAD] 810  x=1059.28  y=35.49  z=-284.12  yaw=-19.3
[Ess] [ROAD] 811  x=1056.41  y=36.47  z=-275.86  yaw=-19.4
[Ess] [ROAD] 812  x=1053.35  y=37.52  z=-267.02  yaw=-20.1
[Ess] [ROAD] 813  x=1050.06  y=38.61  z=-257.76  yaw=-20.2
[Ess] [ROAD] 814  x=1046.77  y=39.69  z=-248.64  yaw=-20.1
[Ess] [ROAD] 815  x=1043.47  y=40.77  z=-239.52  yaw=-20.1
[Ess] [ROAD] 816  x=1040.19  y=41.86  z=-230.51  yaw=-20.1
[Ess] [ROAD] 817  x=1036.92  y=43.06  z=-221.59  yaw=-21.4
[Ess] [ROAD] 818  x=1033.47  y=44.21  z=-212.88  yaw=-25.3
[Ess] [ROAD] 819  x=1029.40  y=45.40  z=-204.50  yaw=-31.7
[Ess] [ROAD] 820  x=1024.50  y=46.83  z=-196.88  yaw=-40.3
[Ess] [ROAD] 821  x=1018.65  y=48.21  z=-190.17  yaw=-49.1
[Ess] [ROAD] 822  x=1012.03  y=49.68  z=-184.46  yaw=-56.9
[Ess] [ROAD] 823  x=1004.91  y=51.26  z=-179.92  yaw=-66.8
[Ess] [ROAD] 824  x=997.29  y=52.85  z=-177.10  yaw=-87.1
[Ess] [ROAD] 825  x=989.87  y=54.32  z=-176.56  yaw=-104.5
[Ess] [ROAD] 826  x=983.08  y=55.41  z=-177.77  yaw=-115.9
[Ess] [ROAD] 827  x=977.11  y=56.30  z=-180.45  yaw=-129.2
[Ess] [ROAD] 828  x=971.81  y=56.81  z=-184.16  yaw=-132.1
[Ess] [ROAD] 829  x=966.39  y=57.40  z=-188.77  yaw=-132.4
[Ess] [ROAD] 830  x=961.07  y=57.87  z=-193.92  yaw=-139.8
[Ess] [ROAD] 831  x=956.19  y=58.31  z=-199.50  yaw=-141.6
[Ess] [ROAD] 832  x=951.14  y=58.78  z=-205.75  yaw=-142.2
[Ess] [ROAD] 833  x=946.23  y=59.23  z=-212.36  yaw=-147.0
[Ess] [ROAD] 834  x=941.21  y=59.71  z=-219.87  yaw=-147.6
[Ess] [ROAD] 835  x=936.31  y=60.18  z=-227.65  yaw=-150.8
[Ess] [ROAD] 836  x=932.13  y=60.32  z=-235.60  yaw=-157.2
[Ess] [ROAD] 837  x=928.93  y=60.47  z=-243.80  yaw=-169.9
[Ess] [ROAD] 838  x=927.46  y=60.62  z=-251.74  yaw=-178.0
[Ess] [ROAD] 839  x=926.54  y=60.75  z=-259.96  yaw=-170.3
[Ess] [ROAD] 840  x=925.25  y=60.80  z=-268.10  yaw=-171.0
[Ess] [ROAD] 841  x=924.31  y=60.82  z=-276.23  yaw=-178.0
[Ess] [ROAD] 842  x=923.67  y=60.83  z=-284.51  yaw=-171.8
[Ess] [ROAD] 843  x=922.41  y=60.85  z=-292.95  yaw=-168.1
[Ess] [ROAD] 844  x=920.76  y=60.88  z=-301.28  yaw=-167.9
[Ess] [ROAD] 845  x=918.96  y=60.91  z=-309.83  yaw=-168.2
[Ess] [ROAD] 846  x=917.06  y=60.94  z=-318.84  yaw=-168.6
[Ess] [ROAD] 847  x=915.17  y=60.97  z=-328.14  yaw=-168.5
[Ess] [ROAD] 848  x=913.41  y=60.97  z=-337.17  yaw=-171.6
[Ess] [ROAD] 849  x=912.10  y=60.93  z=-346.22  yaw=-173.3
[Ess] [ROAD] 850  x=910.68  y=60.92  z=-355.20  yaw=-167.9
[Ess] [ROAD] 851  x=908.89  y=60.89  z=-364.10  yaw=-167.4
[Ess] [ROAD] 852  x=906.78  y=60.84  z=-372.71  yaw=-160.6
[Ess] [ROAD] 853  x=903.71  y=60.76  z=-380.87  yaw=-153.5
[Ess] [ROAD] 854  x=900.03  y=60.65  z=-388.69  yaw=-153.1
[Ess] [ROAD] 855  x=896.01  y=60.39  z=-396.22  yaw=-144.5
[Ess] [ROAD] 856  x=890.98  y=60.15  z=-402.60  yaw=-128.3
[Ess] [ROAD] 857  x=885.08  y=59.94  z=-407.79  yaw=-120.5
[Ess] [ROAD] 858  x=878.60  y=59.44  z=-412.11  yaw=-114.8
[Ess] [ROAD] 859  x=871.37  y=59.08  z=-415.78  yaw=-112.9
[Ess] [ROAD] 860  x=864.11  y=58.68  z=-419.27  yaw=-121.0
[Ess] [ROAD] 861  x=858.14  y=58.26  z=-423.15  yaw=-136.7
[Ess] [ROAD] 862  x=853.51  y=57.77  z=-427.46  yaw=-140.3
[Ess] [ROAD] 863  x=849.44  y=57.12  z=-432.10  yaw=-142.9
[Ess] [ROAD] 864  x=846.00  y=56.31  z=-436.81  yaw=-155.5
[Ess] [ROAD] 865  x=844.00  y=55.62  z=-441.38  yaw=-171.6
[Ess] [ROAD] 866  x=842.96  y=55.02  z=-446.18  yaw=-179.8
[Ess] [ROAD] 867  x=843.05  y=54.56  z=-451.36  yaw=164.3
[Ess] [ROAD] 868  x=844.48  y=54.15  z=-456.01  yaw=147.8
[Ess] [ROAD] 869  x=846.59  y=53.68  z=-460.20  yaw=147.7
[Ess] [ROAD] 870  x=848.66  y=53.25  z=-464.32  yaw=157.4
[Ess] [ROAD] 871  x=850.37  y=52.85  z=-468.55  yaw=164.0
[Ess] [ROAD] 872  x=851.37  y=52.41  z=-472.89  yaw=177.2
[Ess] [ROAD] 873  x=851.69  y=51.96  z=-477.15  yaw=-178.9
[Ess] [ROAD] 874  x=851.71  y=51.51  z=-481.35  yaw=-177.0
[Ess] [ROAD] 875  x=851.36  y=51.13  z=-485.45  yaw=-168.2
[Ess] [ROAD] 876  x=850.55  y=50.80  z=-489.33  yaw=-161.7
[Ess] [ROAD] 877  x=849.30  y=50.48  z=-492.97  yaw=-154.6
[Ess] [ROAD] 878  x=847.44  y=50.20  z=-496.58  yaw=-145.1
[Ess] [ROAD] 879  x=844.97  y=49.91  z=-500.28  yaw=-145.4
[Ess] [ROAD] 880  x=842.71  y=49.61  z=-504.17  yaw=-158.0
[Ess] [ROAD] 881  x=840.87  y=49.28  z=-508.62  yaw=-161.8
[Ess] [ROAD] 882  x=839.09  y=48.91  z=-513.72  yaw=-161.8
[Ess] [ROAD] 883  x=837.32  y=48.52  z=-519.00  yaw=-161.8
[Ess] [ROAD] 884  x=835.59  y=48.09  z=-524.25  yaw=-161.8
[Ess] [ROAD] 885  x=833.88  y=47.60  z=-529.45  yaw=-161.8
[Ess] [ROAD] 886  x=832.18  y=47.07  z=-534.53  yaw=-161.7
[Ess] [ROAD] 887  x=830.59  y=46.43  z=-539.61  yaw=-165.8
[Ess] [ROAD] 888  x=829.44  y=45.83  z=-544.66  yaw=-171.8
[Ess] [ROAD] 889  x=828.81  y=45.17  z=-550.21  yaw=179.6
[Ess] [ROAD] 890  x=828.81  y=44.47  z=-556.26  yaw=173.9
[Ess] [ROAD] 891  x=829.51  y=43.79  z=-562.22  yaw=166.2
[Ess] [ROAD] 892  x=830.90  y=43.09  z=-568.53  yaw=166.8
[Ess] [ROAD] 893  x=832.13  y=42.34  z=-575.32  yaw=175.2
[Ess] [ROAD] 894  x=833.03  y=41.56  z=-582.16  yaw=171.3
[Ess] [ROAD] 895  x=834.00  y=40.73  z=-588.93  yaw=168.5
[Ess] [ROAD] 896  x=835.03  y=39.69  z=-595.54  yaw=176.2
[Ess] [ROAD] 897  x=835.52  y=38.71  z=-602.17  yaw=179.0
[Ess] [ROAD] 898  x=835.76  y=37.47  z=-608.66  yaw=-179.3
[Ess] [ROAD] 899  x=835.36  y=36.30  z=-615.06  yaw=-165.5
[Ess] [ROAD] 900  x=833.78  y=35.10  z=-620.86  yaw=-150.5
[Ess] [ROAD] 901  x=831.58  y=33.55  z=-626.38  yaw=-145.6
[Ess] [ROAD] 902  x=828.51  y=32.33  z=-631.10  yaw=-138.7
[Ess] [ROAD] 903  x=824.88  y=31.08  z=-635.14  yaw=-131.5
[Ess] [ROAD] 904  x=821.10  y=29.61  z=-638.97  yaw=-138.7
[Ess] [ROAD] 905  x=817.67  y=28.19  z=-642.99  yaw=-145.9
[Ess] [ROAD] 906  x=814.46  y=26.86  z=-647.71  yaw=-150.8
[Ess] [ROAD] 907  x=811.95  y=25.76  z=-652.77  yaw=-163.7
[Ess] [ROAD] 908  x=810.46  y=24.63  z=-658.12  yaw=-172.3
[Ess] [ROAD] 909  x=809.54  y=23.68  z=-664.06  yaw=-176.3
[Ess] [ROAD] 910  x=809.08  y=23.01  z=-670.14  yaw=-178.6
[Ess] [ROAD] 911  x=808.99  y=22.92  z=-675.84  yaw=176.6
[Ess] [ROAD] 912  x=809.30  y=22.93  z=-682.08  yaw=175.3
[Ess] [ROAD] 913  x=809.64  y=22.59  z=-688.41  yaw=179.1
[Ess] [ROAD] 914  x=809.81  y=22.03  z=-694.83  yaw=-179.4
[Ess] [ROAD] 915  x=809.68  y=21.49  z=-701.10  yaw=-174.3
[Ess] [ROAD] 916  x=809.03  y=20.83  z=-707.23  yaw=-167.4
[Ess] [ROAD] 917  x=807.67  y=20.07  z=-713.09  yaw=-160.6
[Ess] [ROAD] 918  x=805.86  y=19.32  z=-718.65  yaw=-156.3
[Ess] [ROAD] 919  x=803.46  y=18.54  z=-723.68  yaw=-142.0
[Ess] [ROAD] 920  x=800.14  y=17.83  z=-727.69  yaw=-121.9
[Ess] [ROAD] 921  x=796.09  y=17.19  z=-730.26  yaw=-101.3
[Ess] [ROAD] 922  x=791.67  y=16.53  z=-731.70  yaw=-96.8
[Ess] [ROAD] 923  x=787.13  y=15.98  z=-732.74  yaw=-102.6
[Ess] [ROAD] 924  x=782.13  y=15.44  z=-733.89  yaw=-103.1
[Ess] [ROAD] 925  x=776.63  y=14.85  z=-735.15  yaw=-102.9
[Ess] [ROAD] 926  x=771.09  y=14.28  z=-736.39  yaw=-102.9
[Ess] [ROAD] 927  x=765.65  y=13.72  z=-737.65  yaw=-105.0
[Ess] [ROAD] 928  x=760.35  y=12.99  z=-739.18  yaw=-109.5
[Ess] [ROAD] 929  x=755.33  y=12.17  z=-741.05  yaw=-117.8
[Ess] [ROAD] 930  x=750.96  y=11.40  z=-743.69  yaw=-134.6
[Ess] [ROAD] 931  x=747.39  y=10.62  z=-747.21  yaw=-143.4
[Ess] [ROAD] 932  x=744.28  y=9.81  z=-751.30  yaw=-151.8
[Ess] [ROAD] 933  x=742.02  y=9.01  z=-755.79  yaw=-162.4
[Ess] [ROAD] 934  x=740.22  y=8.20  z=-760.72  yaw=-163.1
[Ess] [ROAD] 935  x=738.49  y=7.43  z=-766.33  yaw=-163.2
[Ess] [ROAD] 936  x=736.44  y=6.57  z=-772.70  yaw=-162.4
[Ess] [ROAD] 937  x=734.28  y=5.74  z=-779.65  yaw=-162.8
[Ess] [ROAD] 938  x=731.91  y=5.32  z=-787.28  yaw=-162.7
[Ess] [ROAD] 939  x=729.42  y=5.15  z=-795.30  yaw=-162.9
[Ess] [ROAD] 940  x=726.97  y=5.13  z=-804.28  yaw=-168.2
[Ess] [ROAD] 941  x=725.02  y=5.19  z=-813.59  yaw=-171.0
[Ess] [ROAD] 942  x=723.45  y=5.16  z=-822.77  yaw=-171.2
[Ess] [ROAD] 943  x=722.01  y=4.57  z=-831.94  yaw=-171.2
[Ess] [ROAD] 944  x=720.61  y=4.05  z=-841.13  yaw=-171.8
[Ess] [ROAD] 945  x=719.57  y=3.51  z=-850.20  yaw=-178.4
[Ess] [ROAD] 946  x=719.45  y=2.77  z=-859.26  yaw=175.2
[Ess] [ROAD] 947  x=720.30  y=2.19  z=-868.10  yaw=166.2
[Ess] [ROAD] 948  x=722.26  y=1.89  z=-876.53  yaw=160.1
[Ess] [ROAD] 949  x=725.09  y=1.56  z=-884.59  yaw=155.5
[Ess] [ROAD] 950  x=728.63  y=1.25  z=-892.29  yaw=151.7
[Ess] [ROAD] 951  x=732.56  y=0.96  z=-899.89  yaw=151.5
