[Ess] [TERRAIN] 1  x=2545.82  y=-29.28  z=-911.76
[Ess] [TERRAIN] 23572  x=-974.00  y=62.49  z=-3266.00
[Ess] [TERRAIN] 23573  x=-990.00  y=60.35  z=-3266.00
[Ess] [TERRAIN] 23574  x=-1006.00  y=56.78  z=-3266.00
[Ess] [TERRAIN] 23575  x=-1022.00  y=56.79  z=-3266.00
[Ess] [TERRAIN] 23576  x=-1038.00  y=58.12  z=-3266.00
[Ess] [TERRAIN] 23577  x=-1054.00  y=59.00  z=-3266.00
[Ess] [TERRAIN] 23578  x=-1070.00  y=65.47  z=-3266.00
[Ess] [TERRAIN] 23579  x=-1086.00  y=68.80  z=-3266.00
[Ess] [TERRAIN] 23580  x=-1102.00  y=70.96  z=-3266.00
[Ess] [TERRAIN] 23581  x=-1118.00  y=74.11  z=-3266.00
[Ess] [TERRAIN] 23582  x=-1134.00  y=83.11  z=-3266.00
[Ess] [TERRAIN] 23583  x=-1150.00  y=91.35  z=-3266.00
[Ess] [TERRAIN] 23584  x=-1166.00  y=101.99  z=-3266.00
[Ess] [TERRAIN] 23585  x=-1182.00  y=113.25  z=-3266.00
[Ess] [TERRAIN] 23586  x=-1198.00  y=119.63  z=-3266.00
[Ess] [TERRAIN] 23587  x=-1214.00  y=122.32  z=-3266.00
[Ess] [TERRAIN] 23588  x=-1230.00  y=124.31  z=-3266.00
[Ess] [TERRAIN] 23589  x=-1246.00  y=125.28  z=-3266.00
[Ess] [TERRAIN] 23590  x=-1262.00  y=123.55  z=-3266.00
[Ess] [TERRAIN] 23591  x=-1278.00  y=122.82  z=-3266.00
[Ess] [TERRAIN] 23592  x=-1294.00  y=125.54  z=-3266.00
[Ess] [TERRAIN] 23593  x=-1310.00  y=125.87  z=-3266.00
[Ess] [TERRAIN] 23594  x=-1326.00  y=126.86  z=-3266.00
[Ess] [TERRAIN] 23595  x=-1342.00  y=133.13  z=-3266.00
[Ess] [TERRAIN] 23596  x=-1358.00  y=136.15  z=-3266.00
[Ess] [TERRAIN] 23597  x=-1374.00  y=133.48  z=-3266.00
[Ess] [TERRAIN] 23598  x=-1390.00  y=132.40  z=-3266.00
[Ess] [TERRAIN] 23599  x=-1406.00  y=136.12  z=-3266.00
[Ess] [TERRAIN] 23600  x=-1422.00  y=134.18  z=-3266.00
[Ess] [TERRAIN] 23601  x=-1438.00  y=128.89  z=-3266.00
[Ess] [TERRAIN] 23602  x=-1454.00  y=124.13  z=-3266.00
[Ess] [TERRAIN] 23603  x=-1470.00  y=118.09  z=-3266.00
[Ess] [TERRAIN] 23604  x=-1486.00  y=110.28  z=-3266.00
[Ess] [TERRAIN] 23605  x=-1502.00  y=109.88  z=-3266.00
[Ess] [TERRAIN] 23606  x=-1518.00  y=103.37  z=-3266.00
[Ess] [TERRAIN] 23607  x=-1534.00  y=88.55  z=-3266.00
[Ess] [TERRAIN] 23608  x=-1550.00  y=80.36  z=-3266.00
[Ess] [TERRAIN] 23609  x=-1566.00  y=79.87  z=-3266.00
[Ess] [TERRAIN] 23610  x=-1582.00  y=72.42  z=-3266.00
[Ess] [TERRAIN] 23611  x=-1598.00  y=60.86  z=-3266.00
[Ess] [TERRAIN] 23612  x=-1614.00  y=52.03  z=-3266.00
[Ess] [TERRAIN] 23613  x=-1630.00  y=43.30  z=-3266.00
[Ess] [TERRAIN] 23614  x=-1646.00  y=33.74  z=-3266.00
[Ess] [TERRAIN] 23615  x=-1662.00  y=26.64  z=-3266.00
[Ess] [TERRAIN] 23616  x=-1678.00  y=23.48  z=-3266.00
[Ess] [TERRAIN] 23617  x=-1694.00  y=17.58  z=-3266.00
[Ess] [TERRAIN] 23618  x=-1710.00  y=-3.32  z=-3266.00
[Ess] [TERRAIN] 23619  x=-1726.00  y=-34.90  z=-3266.00
[Ess] [TERRAIN] 23620  x=-1742.00  y=-54.63  z=-3266.00
[Ess] [TERRAIN] 23621  x=-1758.00  y=-60.94  z=-3266.00
[Ess] [TERRAIN] 23622  x=-1774.00  y=-62.51  z=-3266.00
[Ess] [TERRAIN] 23623  x=-1790.00  y=-58.20  z=-3266.00
[Ess] [TERRAIN] 23624  x=-1806.00  y=-53.36  z=-3266.00
[Ess] [TERRAIN] 23625  x=-1822.00  y=-49.23  z=-3266.00
[Ess] [TERRAIN] 23626  x=-1838.00  y=-44.83  z=-3266.00
[Ess] [TERRAIN] 23627  x=-1854.00  y=-36.42  z=-3266.00
[Ess] [TERRAIN] 23628  x=-1870.00  y=-19.83  z=-3266.00
[Ess] [TERRAIN] 23629  x=-1886.00  y=14.01  z=-3266.00
[Ess] [TERRAIN] 23630  x=-1902.00  y=39.02  z=-3266.00
[Ess] [TERRAIN] 23631  x=-1918.00  y=49.19  z=-3266.00
[Ess] [TERRAIN] 23632  x=-1934.00  y=54.66  z=-3266.00
[Ess] [TERRAIN] 23633  x=-1950.00  y=58.28  z=-3266.00
[Ess] [TERRAIN] 23634  x=-1966.00  y=60.53  z=-3266.00
[Ess] [TERRAIN] 23635  x=-1982.00  y=62.43  z=-3266.00
[Ess] [TERRAIN] 23636  x=-1998.00  y=67.71  z=-3266.00
[Ess] [TERRAIN] 23637  x=-2014.00  y=81.37  z=-3266.00
[Ess] [TERRAIN] 23638  x=-2030.00  y=98.52  z=-3266.00
[Ess] [TERRAIN] 23639  x=-2046.00  y=101.08  z=-3266.00
[Ess] [TERRAIN] 23640  x=-2062.00  y=92.66  z=-3266.00
[Ess] [TERRAIN] 23641  x=-2078.00  y=83.33  z=-3266.00
[Ess] [TERRAIN] 23642  x=-2094.00  y=78.07  z=-3266.00
[Ess] [TERRAIN] 23643  x=-2110.00  y=71.28  z=-3266.00
[Ess] [TERRAIN] 23644  x=-2126.00  y=64.95  z=-3266.00
[Ess] [TERRAIN] 23645  x=-2142.00  y=62.43  z=-3266.00
[Ess] [TERRAIN] 23646  x=-2158.00  y=64.47  z=-3266.00
[Ess] [TERRAIN] 23647  x=-2174.00  y=70.67  z=-3266.00
[Ess] [TERRAIN] 23648  x=-2190.00  y=79.79  z=-3266.00
[Ess] [TERRAIN] 23649  x=-2206.00  y=87.57  z=-3266.00
[Ess] [TERRAIN] 23650  x=-2222.00  y=87.58  z=-3266.00
[Ess] [TERRAIN] 23651  x=-2238.00  y=82.10  z=-3266.00
[Ess] [TERRAIN] 23652  x=-2254.00  y=76.22  z=-3266.00
[Ess] [TERRAIN] 23653  x=-2270.00  y=73.30  z=-3266.00
[Ess] [TERRAIN] 23654  x=-2286.00  y=73.81  z=-3266.00
[Ess] [TERRAIN] 23655  x=-2302.00  y=82.99  z=-3266.00
[Ess] [TERRAIN] 23656  x=-2318.00  y=98.04  z=-3266.00
[Ess] [TERRAIN] 23657  x=-2334.00  y=111.26  z=-3266.00
[Ess] [TERRAIN] 23658  x=-2350.00  y=126.04  z=-3266.00
[Ess] [TERRAIN] 23659  x=-2366.00  y=147.91  z=-3266.00
[Ess] [TERRAIN] 23660  x=-2382.00  y=164.55  z=-3266.00
[Ess] [TERRAIN] 23661  x=-2398.00  y=179.50  z=-3266.00
[Ess] [TERRAIN] 23662  x=-2414.00  y=184.20  z=-3266.00
[Ess] [TERRAIN] 23663  x=-2430.00  y=191.34  z=-3266.00
[Ess] [TERRAIN] 23664  x=-2446.00  y=191.31  z=-3266.00
[Ess] [TERRAIN] 23665  x=-2462.00  y=192.05  z=-3266.00
[Ess] [TERRAIN] 23666  x=-2478.00  y=197.84  z=-3266.00
[Ess] [TERRAIN] 23667  x=-2494.00  y=204.11  z=-3266.00
[Ess] [TERRAIN] 23668  x=-2510.00  y=209.04  z=-3266.00
[Ess] [TERRAIN] 23669  x=-2526.00  y=213.37  z=-3266.00
[Ess] [TERRAIN] 23670  x=-2542.00  y=216.08  z=-3266.00
[Ess] [TERRAIN] 23671  x=-2558.00  y=226.73  z=-3266.00
[Ess] [TERRAIN] 23672  x=-2574.00  y=239.04  z=-3266.00
[Ess] [TERRAIN] 23673  x=-2590.00  y=240.41  z=-3266.00
[Ess] [TERRAIN] 23674  x=-2606.00  y=233.93  z=-3266.00
[Ess] [TERRAIN] 23675  x=-2622.00  y=229.69  z=-3266.00
[Ess] [TERRAIN] 23676  x=-2638.00  y=239.37  z=-3266.00
[Ess] [TERRAIN] 23677  x=-2654.00  y=248.30  z=-3266.00
[Ess] [TERRAIN] 23678  x=-2670.00  y=251.32  z=-3266.00
[Ess] [TERRAIN] 23679  x=-2686.00  y=256.57  z=-3266.00
[Ess] [TERRAIN] 23680  x=-2702.00  y=256.47  z=-3266.00
[Ess] [TERRAIN] 23681  x=-2718.00  y=254.57  z=-3266.00
[Ess] [TERRAIN] 23682  x=-2734.00  y=248.67  z=-3266.00
[Ess] [TERRAIN] 23683  x=-2750.00  y=239.00  z=-3266.00
[Ess] [TERRAIN] 23684  x=-2766.00  y=230.07  z=-3266.00
[Ess] [TERRAIN] 23685  x=-2782.00  y=221.52  z=-3266.00
[Ess] [TERRAIN] 23686  x=-2798.00  y=205.18  z=-3266.00
[Ess] [TERRAIN] 23687  x=-2814.00  y=177.80  z=-3266.00
[Ess] [TERRAIN] 23688  x=-2830.00  y=156.84  z=-3266.00
[Ess] [TERRAIN] 23689  x=-2846.00  y=136.46  z=-3266.00
[Ess] [TERRAIN] 23690  x=-2862.00  y=118.71  z=-3266.00
[Ess] [TERRAIN] 23691  x=-2878.00  y=108.35  z=-3266.00
[Ess] [TERRAIN] 23692  x=-2894.00  y=115.12  z=-3266.00
[Ess] [TERRAIN] 23693  x=-2910.00  y=132.58  z=-3266.00
[Ess] [TERRAIN] 23694  x=-2926.00  y=146.30  z=-3266.00
[Ess] [TERRAIN] 23695  x=-2942.00  y=160.59  z=-3266.00
[Ess] [TERRAIN] 23696  x=-2958.00  y=164.67  z=-3266.00
[Ess] [TERRAIN] 23697  x=-2974.00  y=168.20  z=-3266.00
[Ess] [TERRAIN] 23698  x=-2990.00  y=172.70  z=-3266.00
[Ess] [TERRAIN] 23699  x=-3006.00  y=175.07  z=-3266.00
[Ess] [TERRAIN] 23700  x=-3022.00  y=197.98  z=-3266.00
[Ess] [TERRAIN] 23701  x=-3038.00  y=221.65  z=-3266.00
[Ess] [TERRAIN] 23702  x=-3054.00  y=253.54  z=-3266.00
[Ess] [TERRAIN] 23703  x=-3070.00  y=263.76  z=-3266.00
[Ess] [TERRAIN] 23704  x=-3086.00  y=272.38  z=-3266.00
[Ess] [TERRAIN] 23705  x=-3102.00  y=280.06  z=-3266.00
[Ess] [TERRAIN] 23706  x=-3118.00  y=277.87  z=-3266.00
[Ess] [TERRAIN] 23707  x=-3134.00  y=273.71  z=-3266.00
[Ess] [TERRAIN] 23708  x=-3150.00  y=269.02  z=-3266.00
[Ess] [TERRAIN] 23709  x=-3166.00  y=293.84  z=-3266.00
[Ess] [TERRAIN] 23710  x=-3182.00  y=326.43  z=-3266.00
[Ess] [TERRAIN] 23711  x=-3198.00  y=326.00  z=-3266.00
[Ess] [TERRAIN] 23712  x=-3214.00  y=326.00  z=-3266.00
[Ess] [TERRAIN] 23713  x=-3230.00  y=323.18  z=-3266.00
[Ess] [TERRAIN] 23714  x=-3246.00  y=311.97  z=-3266.00
[Ess] [TERRAIN] 23715  x=-3262.00  y=307.86  z=-3266.00
[Ess] [TERRAIN] 23716  x=-3278.00  y=308.94  z=-3266.00
[Ess] [TERRAIN] 23717  x=-3294.00  y=315.01  z=-3266.00
[Ess] [TERRAIN] 23718  x=-3310.00  y=323.99  z=-3266.00
[Ess] [TERRAIN] 23719  x=-3326.00  y=326.54  z=-3266.00
[Ess] [TERRAIN] 23720  x=-3342.00  y=330.35  z=-3266.00
[Ess] [TERRAIN] 23721  x=-3358.00  y=333.23  z=-3266.00
[Ess] [TERRAIN] 23722  x=-3374.00  y=334.02  z=-3266.00
[Ess] [TERRAIN] 23723  x=-3390.00  y=334.63  z=-3266.00
[Ess] [TERRAIN] 23724  x=-3406.00  y=335.97  z=-3266.00
[Ess] [TERRAIN] 23725  x=-3422.00  y=338.90  z=-3266.00
[Ess] [TERRAIN] 23726  x=-3438.00  y=336.63  z=-3266.00
[Ess] [TERRAIN] 23727  x=-3454.00  y=330.77  z=-3266.00
[Ess] [TERRAIN] 23728  x=-3470.00  y=322.15  z=-3266.00
[Ess] [TERRAIN] 23729  x=-3486.00  y=289.10  z=-3266.00
[Ess] [TERRAIN] 23730  x=-3502.00  y=265.39  z=-3266.00
[Ess] [TERRAIN] 23731  x=-3518.00  y=264.33  z=-3266.00
[Ess] [TERRAIN] 23732  x=-3534.00  y=257.18  z=-3266.00
[Ess] [TERRAIN] 23733  x=-3550.00  y=247.13  z=-3266.00
[Ess] [TERRAIN] 23734  x=-3566.00  y=238.04  z=-3266.00
[Ess] [TERRAIN] 23735  x=-3582.00  y=230.59  z=-3266.00
[Ess] [TERRAIN] 23736  x=-3598.00  y=222.14  z=-3266.00
[Ess] [TERRAIN] 23737  x=-3614.00  y=212.14  z=-3266.00
[Ess] [TERRAIN] 23738  x=-3630.00  y=201.80  z=-3266.00
[Ess] [TERRAIN] 23739  x=-3646.00  y=191.90  z=-3266.00
[Ess] [TERRAIN] 23740  x=-3662.00  y=186.37  z=-3266.00
[Ess] [TERRAIN] 23741  x=-3678.00  y=188.86  z=-3266.00
[Ess] [TERRAIN] 23742  x=-3694.00  y=188.67  z=-3266.00
[Ess] [TERRAIN] 23743  x=-3710.00  y=183.97  z=-3266.00
[Ess] [TERRAIN] 23744  x=-3726.00  y=178.01  z=-3266.00
[Ess] [TERRAIN] 23745  x=-3742.00  y=173.68  z=-3266.00
[Ess] [TERRAIN] 23746  x=-3758.00  y=174.74  z=-3266.00
[Ess] [TERRAIN] 23747  x=-3774.00  y=177.11  z=-3266.00
[Ess] [TERRAIN] 23748  x=-3790.00  y=177.77  z=-3266.00
[Ess] [TERRAIN] 23749  x=-3806.00  y=174.54  z=-3266.00
[Ess] [TERRAIN] 23750  x=-3822.00  y=170.64  z=-3266.00
[Ess] [TERRAIN] 23751  x=-3838.00  y=167.00  z=-3266.00
[Ess] [TERRAIN] 23752  x=-3854.00  y=168.75  z=-3266.00
[Ess] [TERRAIN] 23753  x=-3870.00  y=175.22  z=-3266.00
[Ess] [TERRAIN] 23754  x=-3886.00  y=182.36  z=-3266.00
[Ess] [TERRAIN] 23755  x=-3902.00  y=188.38  z=-3266.00
[Ess] [TERRAIN] 23756  x=-3918.00  y=191.63  z=-3266.00
[Ess] [TERRAIN] 23757  x=-3934.00  y=187.59  z=-3266.00
[Ess] [TERRAIN] 23758  x=-3950.00  y=177.08  z=-3266.00
[Ess] [TERRAIN] 23759  x=-3966.00  y=183.54  z=-3266.00
[Ess] [TERRAIN] 23760  x=-3982.00  y=182.07  z=-3266.00
[Ess] [TERRAIN] 23761  x=-3998.00  y=116.93  z=-3266.00
[Ess] [TERRAIN] 23762  x=-3998.00  y=116.88  z=-3250.00
[Ess] [TERRAIN] 23763  x=-3982.00  y=182.55  z=-3250.00
[Ess] [TERRAIN] 23764  x=-3966.00  y=183.59  z=-3250.00
[Ess] [TERRAIN] 23765  x=-3950.00  y=182.83  z=-3250.00
[Ess] [TERRAIN] 23766  x=-3934.00  y=193.85  z=-3250.00
[Ess] [TERRAIN] 23767  x=-3918.00  y=195.90  z=-3250.00
[Ess] [TERRAIN] 23768  x=-3902.00  y=189.76  z=-3250.00
[Ess] [TERRAIN] 23769  x=-3886.00  y=179.50  z=-3250.00
[Ess] [TERRAIN] 23770  x=-3870.00  y=169.61  z=-3250.00
[Ess] [TERRAIN] 23771  x=-3854.00  y=162.02  z=-3250.00
[Ess] [TERRAIN] 23772  x=-3838.00  y=160.05  z=-3250.00
[Ess] [TERRAIN] 23773  x=-3822.00  y=162.63  z=-3250.00
[Ess] [TERRAIN] 23774  x=-3806.00  y=167.16  z=-3250.00
[Ess] [TERRAIN] 23775  x=-3790.00  y=174.45  z=-3250.00
[Ess] [TERRAIN] 23776  x=-3774.00  y=175.51  z=-3250.00
[Ess] [TERRAIN] 23777  x=-3758.00  y=168.64  z=-3250.00
[Ess] [TERRAIN] 23778  x=-3742.00  y=162.89  z=-3250.00
[Ess] [TERRAIN] 23779  x=-3726.00  y=167.65  z=-3250.00
[Ess] [TERRAIN] 23780  x=-3710.00  y=174.01  z=-3250.00
[Ess] [TERRAIN] 23781  x=-3694.00  y=177.42  z=-3250.00
[Ess] [TERRAIN] 23782  x=-3678.00  y=180.36  z=-3250.00
[Ess] [TERRAIN] 23783  x=-3662.00  y=180.99  z=-3250.00
[Ess] [TERRAIN] 23784  x=-3646.00  y=186.94  z=-3250.00
[Ess] [TERRAIN] 23785  x=-3630.00  y=197.17  z=-3250.00
[Ess] [TERRAIN] 23786  x=-3614.00  y=208.74  z=-3250.00
[Ess] [TERRAIN] 23787  x=-3598.00  y=217.94  z=-3250.00
[Ess] [TERRAIN] 23788  x=-3582.00  y=224.40  z=-3250.00
[Ess] [TERRAIN] 23789  x=-3566.00  y=233.41  z=-3250.00
[Ess] [TERRAIN] 23790  x=-3550.00  y=245.94  z=-3250.00
[Ess] [TERRAIN] 23791  x=-3534.00  y=256.41  z=-3250.00
[Ess] [TERRAIN] 23792  x=-3518.00  y=262.12  z=-3250.00
[Ess] [TERRAIN] 23793  x=-3502.00  y=262.93  z=-3250.00
[Ess] [TERRAIN] 23794  x=-3486.00  y=280.56  z=-3250.00
[Ess] [TERRAIN] 23795  x=-3470.00  y=322.18  z=-3250.00
[Ess] [TERRAIN] 23796  x=-3454.00  y=329.25  z=-3250.00
[Ess] [TERRAIN] 23797  x=-3438.00  y=333.83  z=-3250.00
[Ess] [TERRAIN] 23798  x=-3422.00  y=334.03  z=-3250.00
[Ess] [TERRAIN] 23799  x=-3406.00  y=333.66  z=-3250.00
[Ess] [TERRAIN] 23800  x=-3390.00  y=335.46  z=-3250.00
[Ess] [TERRAIN] 23801  x=-3374.00  y=336.22  z=-3250.00
[Ess] [TERRAIN] 23802  x=-3358.00  y=334.09  z=-3250.00
[Ess] [TERRAIN] 23803  x=-3342.00  y=331.35  z=-3250.00
[Ess] [TERRAIN] 23804  x=-3326.00  y=327.13  z=-3250.00
[Ess] [TERRAIN] 23805  x=-3310.00  y=326.12  z=-3250.00
[Ess] [TERRAIN] 23806  x=-3294.00  y=325.90  z=-3250.00
[Ess] [TERRAIN] 23807  x=-3278.00  y=323.98  z=-3250.00
[Ess] [TERRAIN] 23808  x=-3262.00  y=316.90  z=-3250.00
[Ess] [TERRAIN] 23809  x=-3246.00  y=310.96  z=-3250.00
[Ess] [TERRAIN] 23810  x=-3230.00  y=317.54  z=-3250.00
[Ess] [TERRAIN] 23811  x=-3214.00  y=324.77  z=-3250.00
[Ess] [TERRAIN] 23812  x=-3198.00  y=326.00  z=-3250.00
[Ess] [TERRAIN] 23813  x=-3182.00  y=325.71  z=-3250.00
[Ess] [TERRAIN] 23814  x=-3166.00  y=272.71  z=-3250.00
[Ess] [TERRAIN] 23815  x=-3150.00  y=268.55  z=-3250.00
[Ess] [TERRAIN] 23816  x=-3134.00  y=272.03  z=-3250.00
[Ess] [TERRAIN] 23817  x=-3118.00  y=272.93  z=-3250.00
[Ess] [TERRAIN] 23818  x=-3102.00  y=275.18  z=-3250.00
[Ess] [TERRAIN] 23819  x=-3086.00  y=270.76  z=-3250.00
[Ess] [TERRAIN] 23820  x=-3070.00  y=258.48  z=-3250.00
[Ess] [TERRAIN] 23821  x=-3054.00  y=227.04  z=-3250.00
[Ess] [TERRAIN] 23822  x=-3038.00  y=193.54  z=-3250.00
[Ess] [TERRAIN] 23823  x=-3022.00  y=171.77  z=-3250.00
[Ess] [TERRAIN] 23824  x=-3006.00  y=170.85  z=-3250.00
[Ess] [TERRAIN] 23825  x=-2990.00  y=165.32  z=-3250.00
[Ess] [TERRAIN] 23826  x=-2974.00  y=160.32  z=-3250.00
[Ess] [TERRAIN] 23827  x=-2958.00  y=148.56  z=-3250.00
[Ess] [TERRAIN] 23828  x=-2942.00  y=138.42  z=-3250.00
[Ess] [TERRAIN] 23829  x=-2926.00  y=126.44  z=-3250.00
[Ess] [TERRAIN] 23830  x=-2910.00  y=105.65  z=-3250.00
[Ess] [TERRAIN] 23831  x=-2894.00  y=106.79  z=-3250.00
[Ess] [TERRAIN] 23832  x=-2878.00  y=113.93  z=-3250.00
[Ess] [TERRAIN] 23833  x=-2862.00  y=129.36  z=-3250.00
[Ess] [TERRAIN] 23834  x=-2846.00  y=148.60  z=-3250.00
[Ess] [TERRAIN] 23835  x=-2830.00  y=166.71  z=-3250.00
[Ess] [TERRAIN] 23836  x=-2814.00  y=194.55  z=-3250.00
[Ess] [TERRAIN] 23837  x=-2798.00  y=217.94  z=-3250.00
[Ess] [TERRAIN] 23838  x=-2782.00  y=226.36  z=-3250.00
[Ess] [TERRAIN] 23839  x=-2766.00  y=230.93  z=-3250.00
[Ess] [TERRAIN] 23840  x=-2750.00  y=236.75  z=-3250.00
[Ess] [TERRAIN] 23841  x=-2734.00  y=245.65  z=-3250.00
[Ess] [TERRAIN] 23842  x=-2718.00  y=253.44  z=-3250.00
[Ess] [TERRAIN] 23843  x=-2702.00  y=256.58  z=-3250.00
[Ess] [TERRAIN] 23844  x=-2686.00  y=256.93  z=-3250.00
[Ess] [TERRAIN] 23845  x=-2670.00  y=253.60  z=-3250.00
[Ess] [TERRAIN] 23846  x=-2654.00  y=246.00  z=-3250.00
[Ess] [TERRAIN] 23847  x=-2638.00  y=235.44  z=-3250.00
[Ess] [TERRAIN] 23848  x=-2622.00  y=227.45  z=-3250.00
[Ess] [TERRAIN] 23849  x=-2606.00  y=229.26  z=-3250.00
[Ess] [TERRAIN] 23850  x=-2590.00  y=233.16  z=-3250.00
[Ess] [TERRAIN] 23851  x=-2574.00  y=233.99  z=-3250.00
[Ess] [TERRAIN] 23852  x=-2558.00  y=228.75  z=-3250.00
[Ess] [TERRAIN] 23853  x=-2542.00  y=214.72  z=-3250.00
[Ess] [TERRAIN] 23854  x=-2526.00  y=212.38  z=-3250.00
[Ess] [TERRAIN] 23855  x=-2510.00  y=208.93  z=-3250.00
[Ess] [TERRAIN] 23856  x=-2494.00  y=202.30  z=-3250.00
[Ess] [TERRAIN] 23857  x=-2478.00  y=193.97  z=-3250.00
[Ess] [TERRAIN] 23858  x=-2462.00  y=188.44  z=-3250.00
[Ess] [TERRAIN] 23859  x=-2446.00  y=185.29  z=-3250.00
[Ess] [TERRAIN] 23860  x=-2430.00  y=182.73  z=-3250.00
[Ess] [TERRAIN] 23861  x=-2414.00  y=179.05  z=-3250.00
[Ess] [TERRAIN] 23862  x=-2398.00  y=171.06  z=-3250.00
[Ess] [TERRAIN] 23863  x=-2382.00  y=161.04  z=-3250.00
[Ess] [TERRAIN] 23864  x=-2366.00  y=146.46  z=-3250.00
[Ess] [TERRAIN] 23865  x=-2350.00  y=127.47  z=-3250.00
[Ess] [TERRAIN] 23866  x=-2334.00  y=113.15  z=-3250.00
[Ess] [TERRAIN] 23867  x=-2318.00  y=97.23  z=-3250.00
[Ess] [TERRAIN] 23868  x=-2302.00  y=78.82  z=-3250.00
[Ess] [TERRAIN] 23869  x=-2286.00  y=72.21  z=-3250.00
[Ess] [TERRAIN] 23870  x=-2270.00  y=70.86  z=-3250.00
[Ess] [TERRAIN] 23871  x=-2254.00  y=73.16  z=-3250.00
[Ess] [TERRAIN] 23872  x=-2238.00  y=79.71  z=-3250.00
[Ess] [TERRAIN] 23873  x=-2222.00  y=87.71  z=-3250.00
[Ess] [TERRAIN] 23874  x=-2206.00  y=87.98  z=-3250.00
[Ess] [TERRAIN] 23875  x=-2190.00  y=80.04  z=-3250.00
[Ess] [TERRAIN] 23876  x=-2174.00  y=68.86  z=-3250.00
[Ess] [TERRAIN] 23877  x=-2158.00  y=61.36  z=-3250.00
[Ess] [TERRAIN] 23878  x=-2142.00  y=58.77  z=-3250.00
[Ess] [TERRAIN] 23879  x=-2126.00  y=59.64  z=-3250.00
[Ess] [TERRAIN] 23880  x=-2110.00  y=63.85  z=-3250.00
[Ess] [TERRAIN] 23881  x=-2094.00  y=69.90  z=-3250.00
[Ess] [TERRAIN] 23882  x=-2078.00  y=77.83  z=-3250.00
[Ess] [TERRAIN] 23883  x=-2062.00  y=89.63  z=-3250.00
[Ess] [TERRAIN] 23884  x=-2046.00  y=97.96  z=-3250.00
[Ess] [TERRAIN] 23885  x=-2030.00  y=89.26  z=-3250.00
[Ess] [TERRAIN] 23886  x=-2014.00  y=71.01  z=-3250.00
[Ess] [TERRAIN] 23887  x=-1998.00  y=63.09  z=-3250.00
[Ess] [TERRAIN] 23888  x=-1982.00  y=61.68  z=-3250.00
[Ess] [TERRAIN] 23889  x=-1966.00  y=63.28  z=-3250.00
[Ess] [TERRAIN] 23890  x=-1950.00  y=56.72  z=-3250.00
[Ess] [TERRAIN] 23891  x=-1934.00  y=51.32  z=-3250.00
[Ess] [TERRAIN] 23892  x=-1918.00  y=49.32  z=-3250.00
[Ess] [TERRAIN] 23893  x=-1902.00  y=28.43  z=-3250.00
[Ess] [TERRAIN] 23894  x=-1886.00  y=-8.89  z=-3250.00
[Ess] [TERRAIN] 23895  x=-1870.00  y=-36.50  z=-3250.00
[Ess] [TERRAIN] 23896  x=-1854.00  y=-41.14  z=-3250.00
[Ess] [TERRAIN] 23897  x=-1838.00  y=-41.16  z=-3250.00
[Ess] [TERRAIN] 23898  x=-1822.00  y=-43.96  z=-3250.00
[Ess] [TERRAIN] 23899  x=-1806.00  y=-50.63  z=-3250.00
[Ess] [TERRAIN] 23900  x=-1790.00  y=-59.17  z=-3250.00
[Ess] [TERRAIN] 23901  x=-1774.00  y=-58.52  z=-3250.00
[Ess] [TERRAIN] 23902  x=-1758.00  y=-54.94  z=-3250.00
[Ess] [TERRAIN] 23903  x=-1742.00  y=-45.13  z=-3250.00
[Ess] [TERRAIN] 23904  x=-1726.00  y=-29.55  z=-3250.00
[Ess] [TERRAIN] 23905  x=-1710.00  y=4.19  z=-3250.00
[Ess] [TERRAIN] 23906  x=-1694.00  y=25.26  z=-3250.00
[Ess] [TERRAIN] 23907  x=-1678.00  y=28.84  z=-3250.00
[Ess] [TERRAIN] 23908  x=-1662.00  y=33.73  z=-3250.00
[Ess] [TERRAIN] 23909  x=-1646.00  y=40.03  z=-3250.00
[Ess] [TERRAIN] 23910  x=-1630.00  y=47.57  z=-3250.00
[Ess] [TERRAIN] 23911  x=-1614.00  y=55.81  z=-3250.00
[Ess] [TERRAIN] 23912  x=-1598.00  y=65.37  z=-3250.00
[Ess] [TERRAIN] 23913  x=-1582.00  y=77.29  z=-3250.00
[Ess] [TERRAIN] 23914  x=-1566.00  y=86.93  z=-3250.00
[Ess] [TERRAIN] 23915  x=-1550.00  y=89.83  z=-3250.00
[Ess] [TERRAIN] 23916  x=-1534.00  y=100.06  z=-3250.00
[Ess] [TERRAIN] 23917  x=-1518.00  y=111.82  z=-3250.00
[Ess] [TERRAIN] 23918  x=-1502.00  y=116.30  z=-3250.00
[Ess] [TERRAIN] 23919  x=-1486.00  y=117.38  z=-3250.00
[Ess] [TERRAIN] 23920  x=-1470.00  y=123.17  z=-3250.00
[Ess] [TERRAIN] 23921  x=-1454.00  y=132.12  z=-3250.00
[Ess] [TERRAIN] 23922  x=-1438.00  y=138.52  z=-3250.00
[Ess] [TERRAIN] 23923  x=-1422.00  y=142.93  z=-3250.00
[Ess] [TERRAIN] 23924  x=-1406.00  y=144.16  z=-3250.00
[Ess] [TERRAIN] 23925  x=-1390.00  y=140.02  z=-3250.00
[Ess] [TERRAIN] 23926  x=-1374.00  y=136.42  z=-3250.00
[Ess] [TERRAIN] 23927  x=-1358.00  y=130.68  z=-3250.00
[Ess] [TERRAIN] 23928  x=-1342.00  y=115.64  z=-3250.00
