[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2633.41  y=-3.86  z=-1019.60  yaw=131.9
[Ess] [ROAD] 631  x=2446.74  y=-31.70  z=760.74  yaw=-125.9
[Ess] [ROAD] 632  x=2440.23  y=-30.83  z=755.85  yaw=-125.2
[Ess] [ROAD] 633  x=2432.95  y=-29.74  z=750.84  yaw=-120.4
[Ess] [ROAD] 634  x=2424.53  y=-28.33  z=746.17  yaw=-111.1
[Ess] [ROAD] 635  x=2415.99  y=-26.91  z=742.80  yaw=-106.3
[Ess] [ROAD] 636  x=2407.21  y=-25.13  z=740.06  yaw=-105.9
[Ess] [ROAD] 637  x=2398.40  y=-23.21  z=737.72  yaw=-100.1
[Ess] [ROAD] 638  x=2389.55  y=-21.15  z=736.14  yaw=-93.8
[Ess] [ROAD] 639  x=2380.52  y=-19.37  z=735.30  yaw=-83.8
[Ess] [ROAD] 640  x=2371.29  y=-17.62  z=735.88  yaw=-76.4
[Ess] [ROAD] 641  x=2361.60  y=-15.94  z=737.63  yaw=-79.4
[Ess] [ROAD] 642  x=2351.63  y=-14.28  z=739.33  yaw=-83.3
[Ess] [ROAD] 643  x=2341.74  y=-12.85  z=740.45  yaw=-87.6
[Ess] [ROAD] 644  x=2331.82  y=-11.55  z=740.88  yaw=-90.0
[Ess] [ROAD] 645  x=2322.03  y=-10.55  z=740.96  yaw=-90.2
[Ess] [ROAD] 646  x=2312.26  y=-10.14  z=740.96  yaw=-90.2
[Ess] [ROAD] 647  x=2302.27  y=-9.76  z=740.96  yaw=-90.2
[Ess] [ROAD] 648  x=2292.42  y=-8.43  z=740.93  yaw=-90.2
[Ess] [ROAD] 649  x=2282.05  y=-7.15  z=740.90  yaw=-90.1
[Ess] [ROAD] 650  x=2271.41  y=-5.55  z=740.87  yaw=-90.2
[Ess] [ROAD] 651  x=2261.01  y=-4.08  z=740.85  yaw=-90.1
[Ess] [ROAD] 652  x=2250.50  y=-2.82  z=740.82  yaw=-90.1
[Ess] [ROAD] 653  x=2239.92  y=-1.75  z=740.80  yaw=-90.1
[Ess] [ROAD] 654  x=2229.57  y=-1.24  z=740.78  yaw=-90.1
[Ess] [ROAD] 655  x=2219.22  y=-1.48  z=740.76  yaw=-90.1
[Ess] [ROAD] 656  x=2208.87  y=-1.44  z=740.74  yaw=-90.1
[Ess] [ROAD] 657  x=2198.46  y=-1.44  z=740.72  yaw=-90.1
[Ess] [ROAD] 658  x=2188.12  y=-1.44  z=740.71  yaw=-90.1
[Ess] [ROAD] 659  x=2177.64  y=-1.44  z=740.70  yaw=-90.1
[Ess] [ROAD] 660  x=2167.35  y=-1.44  z=740.69  yaw=-90.0
[Ess] [ROAD] 661  x=2156.94  y=-1.44  z=740.68  yaw=-90.0
[Ess] [ROAD] 662  x=2146.49  y=-1.44  z=740.67  yaw=-90.0
[Ess] [ROAD] 663  x=2136.15  y=-1.44  z=740.67  yaw=-90.0
[Ess] [ROAD] 664  x=2125.75  y=-1.44  z=740.67  yaw=-90.0
[Ess] [ROAD] 665  x=2115.42  y=-1.44  z=740.67  yaw=-90.0
[Ess] [ROAD] 666  x=2105.12  y=-1.44  z=740.67  yaw=-90.0
[Ess] [ROAD] 667  x=2094.81  y=-1.44  z=740.68  yaw=-90.0
[Ess] [ROAD] 668  x=2084.43  y=-1.44  z=740.69  yaw=-89.9
[Ess] [ROAD] 669  x=2074.16  y=-1.44  z=740.70  yaw=-89.9
[Ess] [ROAD] 670  x=2063.40  y=-1.44  z=740.71  yaw=-89.9
[Ess] [ROAD] 671  x=2053.35  y=-1.44  z=740.72  yaw=-89.9
[Ess] [ROAD] 672  x=2043.02  y=-1.44  z=740.74  yaw=-89.9
[Ess] [ROAD] 673  x=2032.60  y=-1.44  z=740.76  yaw=-89.9
[Ess] [ROAD] 674  x=2022.21  y=-1.44  z=740.78  yaw=-89.9
[Ess] [ROAD] 675  x=2012.11  y=-1.44  z=740.80  yaw=-89.9
[Ess] [ROAD] 676  x=2001.87  y=-1.44  z=740.82  yaw=-89.9
[Ess] [ROAD] 677  x=1991.56  y=-1.44  z=740.85  yaw=-89.8
[Ess] [ROAD] 678  x=1981.18  y=-1.44  z=740.88  yaw=-89.8
[Ess] [ROAD] 679  x=1970.78  y=-1.44  z=740.91  yaw=-89.8
[Ess] [ROAD] 680  x=1960.79  y=-1.44  z=740.94  yaw=-89.8
[Ess] [ROAD] 681  x=1950.37  y=-1.44  z=740.97  yaw=-89.8
[Ess] [ROAD] 682  x=1940.01  y=-1.44  z=741.00  yaw=-89.8
[Ess] [ROAD] 683  x=1929.50  y=-1.44  z=741.04  yaw=-89.8
[Ess] [ROAD] 684  x=1919.14  y=-1.53  z=741.04  yaw=-90.6
[Ess] [ROAD] 685  x=1908.72  y=-1.76  z=740.94  yaw=-90.8
[Ess] [ROAD] 686  x=1898.36  y=-2.47  z=740.80  yaw=-90.8
[Ess] [ROAD] 687  x=1888.04  y=-4.01  z=740.67  yaw=-90.9
[Ess] [ROAD] 688  x=1878.17  y=-5.37  z=740.53  yaw=-90.8
[Ess] [ROAD] 689  x=1868.48  y=-6.77  z=740.39  yaw=-90.8
[Ess] [ROAD] 690  x=1858.71  y=-8.15  z=740.24  yaw=-90.9
[Ess] [ROAD] 691  x=1849.11  y=-9.32  z=740.11  yaw=-90.9
[Ess] [ROAD] 692  x=1840.84  y=-10.08  z=739.99  yaw=-90.9
[Ess] [ROAD] 693  x=1833.49  y=-10.30  z=739.88  yaw=-90.9
[Ess] [ROAD] 694  x=1826.24  y=-10.60  z=739.77  yaw=-90.9
[Ess] [ROAD] 695  x=1819.14  y=-11.13  z=739.66  yaw=-90.9
[Ess] [ROAD] 696  x=1812.07  y=-12.48  z=739.55  yaw=-90.9
[Ess] [ROAD] 697  x=1804.81  y=-14.67  z=739.45  yaw=-91.1
[Ess] [ROAD] 698  x=1797.57  y=-15.29  z=739.33  yaw=-91.1
[Ess] [ROAD] 699  x=1790.59  y=-15.19  z=739.20  yaw=-91.1
[Ess] [ROAD] 700  x=1783.66  y=-15.20  z=739.07  yaw=-91.1
[Ess] [ROAD] 701  x=1776.52  y=-15.20  z=738.93  yaw=-91.1
[Ess] [ROAD] 702  x=1768.73  y=-15.24  z=738.77  yaw=-91.1
[Ess] [ROAD] 703  x=1760.67  y=-15.83  z=738.62  yaw=-91.1
[Ess] [ROAD] 704  x=1752.05  y=-16.53  z=738.45  yaw=-91.1
[Ess] [ROAD] 705  x=1742.82  y=-17.43  z=738.26  yaw=-91.2
[Ess] [ROAD] 706  x=1732.78  y=-18.54  z=738.05  yaw=-91.2
[Ess] [ROAD] 707  x=1722.61  y=-19.76  z=737.74  yaw=-94.1
[Ess] [ROAD] 708  x=1712.23  y=-21.06  z=737.03  yaw=-94.9
[Ess] [ROAD] 709  x=1701.78  y=-22.38  z=736.41  yaw=-90.3
[Ess] [ROAD] 710  x=1691.85  y=-23.59  z=736.31  yaw=-89.3
[Ess] [ROAD] 711  x=1681.32  y=-24.80  z=736.30  yaw=-90.4
[Ess] [ROAD] 712  x=1670.84  y=-25.87  z=736.23  yaw=-90.4
[Ess] [ROAD] 713  x=1660.44  y=-26.76  z=736.12  yaw=-91.9
[Ess] [ROAD] 714  x=1649.82  y=-27.39  z=735.78  yaw=-92.5
[Ess] [ROAD] 715  x=1639.34  y=-27.49  z=735.35  yaw=-92.5
[Ess] [ROAD] 716  x=1629.00  y=-27.49  z=734.90  yaw=-92.5
[Ess] [ROAD] 717  x=1618.86  y=-27.49  z=734.46  yaw=-92.5
[Ess] [ROAD] 718  x=1608.25  y=-27.49  z=734.00  yaw=-92.5
[Ess] [ROAD] 719  x=1597.87  y=-27.49  z=733.55  yaw=-92.5
[Ess] [ROAD] 720  x=1587.42  y=-27.49  z=733.10  yaw=-92.5
[Ess] [ROAD] 721  x=1576.92  y=-27.49  z=732.65  yaw=-92.4
[Ess] [ROAD] 722  x=1566.41  y=-27.49  z=732.25  yaw=-90.9
[Ess] [ROAD] 723  x=1555.96  y=-27.49  z=732.13  yaw=-89.1
[Ess] [ROAD] 724  x=1545.52  y=-27.49  z=732.09  yaw=-91.3
[Ess] [ROAD] 725  x=1534.98  y=-27.49  z=731.88  yaw=-91.4
[Ess] [ROAD] 726  x=1524.53  y=-27.49  z=731.64  yaw=-91.4
[Ess] [ROAD] 727  x=1514.10  y=-27.49  z=731.38  yaw=-91.4
[Ess] [ROAD] 728  x=1504.07  y=-27.49  z=731.14  yaw=-91.4
[Ess] [ROAD] 729  x=1493.73  y=-27.49  z=730.89  yaw=-91.4
[Ess] [ROAD] 730  x=1483.29  y=-27.49  z=730.63  yaw=-91.4
[Ess] [ROAD] 731  x=1472.82  y=-27.49  z=730.38  yaw=-91.4
[Ess] [ROAD] 732  x=1462.33  y=-27.49  z=730.13  yaw=-91.3
[Ess] [ROAD] 733  x=1451.83  y=-27.49  z=729.89  yaw=-91.3
[Ess] [ROAD] 734  x=1441.37  y=-27.49  z=729.64  yaw=-91.3
[Ess] [ROAD] 735  x=1430.86  y=-27.49  z=729.40  yaw=-91.3
[Ess] [ROAD] 736  x=1420.36  y=-27.49  z=729.16  yaw=-91.3
[Ess] [ROAD] 737  x=1410.38  y=-27.49  z=728.93  yaw=-91.3
[Ess] [ROAD] 738  x=1400.03  y=-27.49  z=728.74  yaw=-89.7
[Ess] [ROAD] 739  x=1390.00  y=-27.49  z=728.86  yaw=-87.3
[Ess] [ROAD] 740  x=1379.69  y=-27.49  z=729.29  yaw=-87.5
[Ess] [ROAD] 741  x=1369.34  y=-27.49  z=729.69  yaw=-88.2
[Ess] [ROAD] 742  x=1358.84  y=-27.49  z=730.04  yaw=-88.2
[Ess] [ROAD] 743  x=1348.37  y=-27.49  z=730.28  yaw=-90.8
[Ess] [ROAD] 744  x=1337.84  y=-27.49  z=730.19  yaw=-91.4
[Ess] [ROAD] 745  x=1327.48  y=-27.49  z=729.89  yaw=-93.5
[Ess] [ROAD] 746  x=1317.07  y=-27.49  z=729.25  yaw=-96.1
[Ess] [ROAD] 747  x=1306.71  y=-27.49  z=728.11  yaw=-98.1
[Ess] [ROAD] 748  x=1296.32  y=-27.49  z=726.70  yaw=-98.1
[Ess] [ROAD] 749  x=1286.02  y=-27.49  z=725.42  yaw=-93.5
[Ess] [ROAD] 750  x=1275.55  y=-27.33  z=724.98  yaw=-86.7
[Ess] [ROAD] 751  x=1265.15  y=-26.73  z=725.57  yaw=-82.4
[Ess] [ROAD] 752  x=1254.81  y=-26.03  z=726.94  yaw=-79.4
[Ess] [ROAD] 753  x=1244.48  y=-25.24  z=728.62  yaw=-81.5
[Ess] [ROAD] 754  x=1234.14  y=-24.36  z=730.19  yaw=-81.8
[Ess] [ROAD] 755  x=1223.73  y=-23.40  z=731.70  yaw=-81.8
[Ess] [ROAD] 756  x=1213.27  y=-22.35  z=733.26  yaw=-79.6
[Ess] [ROAD] 757  x=1203.14  y=-21.28  z=735.34  yaw=-73.6
[Ess] [ROAD] 758  x=1193.15  y=-20.15  z=738.36  yaw=-67.1
[Ess] [ROAD] 759  x=1183.55  y=-18.98  z=742.55  yaw=-59.2
[Ess] [ROAD] 760  x=1174.58  y=-17.83  z=747.75  yaw=-53.9
[Ess] [ROAD] 761  x=1166.11  y=-16.63  z=753.69  yaw=-49.3
[Ess] [ROAD] 762  x=1158.05  y=-15.51  z=760.21  yaw=-42.8
[Ess] [ROAD] 763  x=1150.70  y=-14.54  z=767.47  yaw=-38.0
[Ess] [ROAD] 764  x=1144.09  y=-13.53  z=775.49  yaw=-39.1
[Ess] [ROAD] 765  x=1137.30  y=-12.49  z=783.45  yaw=-43.6
[Ess] [ROAD] 766  x=1130.09  y=-11.37  z=790.86  yaw=-47.7
[Ess] [ROAD] 767  x=1122.31  y=-10.05  z=797.69  yaw=-55.9
[Ess] [ROAD] 768  x=1113.99  y=-8.41  z=803.62  yaw=-63.7
[Ess] [ROAD] 769  x=1105.28  y=-6.71  z=808.81  yaw=-69.2
[Ess] [ROAD] 770  x=1096.26  y=-4.78  z=812.89  yaw=-74.5
[Ess] [ROAD] 771  x=1087.01  y=-2.76  z=815.82  yaw=-80.9
[Ess] [ROAD] 772  x=1077.59  y=-0.71  z=817.80  yaw=-83.4
[Ess] [ROAD] 773  x=1068.31  y=1.20  z=819.14  yaw=-83.8
[Ess] [ROAD] 774  x=1059.02  y=3.00  z=820.23  yaw=-83.7
[Ess] [ROAD] 775  x=1049.76  y=4.58  z=821.23  yaw=-85.8
[Ess] [ROAD] 776  x=1040.62  y=5.87  z=821.82  yaw=-88.8
[Ess] [ROAD] 777  x=1031.55  y=6.81  z=822.10  yaw=-88.9
[Ess] [ROAD] 778  x=1022.87  y=7.24  z=822.29  yaw=-88.9
[Ess] [ROAD] 779  x=1013.88  y=7.53  z=822.48  yaw=-88.9
[Ess] [ROAD] 780  x=1005.08  y=8.69  z=822.65  yaw=-88.9
[Ess] [ROAD] 781  x=995.65  y=9.78  z=822.85  yaw=-87.7
[Ess] [ROAD] 782  x=985.46  y=11.34  z=823.44  yaw=-83.5
[Ess] [ROAD] 783  x=975.14  y=12.82  z=824.63  yaw=-80.6
[Ess] [ROAD] 784  x=964.87  y=14.18  z=826.19  yaw=-81.9
[Ess] [ROAD] 785  x=954.46  y=15.24  z=827.65  yaw=-82.7
[Ess] [ROAD] 786  x=944.26  y=16.04  z=828.98  yaw=-83.2
[Ess] [ROAD] 787  x=933.87  y=15.90  z=830.33  yaw=-83.8
[Ess] [ROAD] 788  x=923.42  y=15.92  z=831.48  yaw=-87.0
[Ess] [ROAD] 789  x=913.06  y=15.91  z=832.02  yaw=-90.3
[Ess] [ROAD] 790  x=903.15  y=15.91  z=832.06  yaw=-91.1
[Ess] [ROAD] 791  x=892.84  y=15.91  z=831.91  yaw=-91.0
[Ess] [ROAD] 792  x=882.40  y=15.91  z=831.98  yaw=-86.4
[Ess] [ROAD] 793  x=872.05  y=15.91  z=832.51  yaw=-88.3
[Ess] [ROAD] 794  x=861.68  y=15.91  z=832.51  yaw=-93.9
[Ess] [ROAD] 795  x=851.47  y=15.99  z=832.06  yaw=-90.0
[Ess] [ROAD] 796  x=841.19  y=15.98  z=832.03  yaw=-88.9
[Ess] [ROAD] 797  x=830.93  y=15.98  z=832.17  yaw=-88.9
[Ess] [ROAD] 798  x=820.72  y=16.01  z=832.37  yaw=-88.9
[Ess] [ROAD] 799  x=810.71  y=16.07  z=832.77  yaw=-85.1
[Ess] [ROAD] 800  x=800.63  y=16.05  z=833.52  yaw=-84.5
[Ess] [ROAD] 801  x=790.26  y=16.00  z=834.56  yaw=-81.4
[Ess] [ROAD] 802  x=780.01  y=15.98  z=836.05  yaw=-80.9
[Ess] [ROAD] 803  x=769.69  y=15.98  z=837.62  yaw=-82.3
[Ess] [ROAD] 804  x=759.34  y=15.90  z=839.06  yaw=-83.4
[Ess] [ROAD] 805  x=749.01  y=15.91  z=840.29  yaw=-83.9
[Ess] [ROAD] 806  x=738.61  y=15.91  z=841.38  yaw=-84.6
[Ess] [ROAD] 807  x=728.19  y=15.91  z=842.37  yaw=-85.0
[Ess] [ROAD] 808  x=717.75  y=15.91  z=843.28  yaw=-85.3
[Ess] [ROAD] 809  x=707.39  y=15.91  z=844.13  yaw=-85.6
[Ess] [ROAD] 810  x=696.93  y=15.91  z=844.90  yaw=-86.8
[Ess] [ROAD] 811  x=686.44  y=15.91  z=845.52  yaw=-87.0
[Ess] [ROAD] 812  x=675.96  y=15.91  z=846.09  yaw=-87.0
[Ess] [ROAD] 813  x=665.30  y=15.91  z=846.65  yaw=-87.0
[Ess] [ROAD] 814  x=655.00  y=15.91  z=847.19  yaw=-87.0
[Ess] [ROAD] 815  x=644.55  y=15.91  z=847.74  yaw=-87.0
[Ess] [ROAD] 816  x=634.18  y=15.90  z=848.29  yaw=-87.0
[Ess] [ROAD] 817  x=623.77  y=15.66  z=848.85  yaw=-87.0
[Ess] [ROAD] 818  x=613.37  y=15.21  z=849.40  yaw=-87.0
[Ess] [ROAD] 819  x=603.00  y=13.79  z=849.95  yaw=-87.1
[Ess] [ROAD] 820  x=592.57  y=12.37  z=850.36  yaw=-89.4
[Ess] [ROAD] 821  x=582.19  y=10.87  z=850.54  yaw=-89.6
[Ess] [ROAD] 822  x=571.72  y=9.36  z=850.65  yaw=-89.6
[Ess] [ROAD] 823  x=561.41  y=8.11  z=850.75  yaw=-89.5
[Ess] [ROAD] 824  x=550.97  y=7.21  z=850.85  yaw=-89.5
[Ess] [ROAD] 825  x=540.70  y=6.88  z=850.93  yaw=-89.5
[Ess] [ROAD] 826  x=530.53  y=6.37  z=851.00  yaw=-89.6
[Ess] [ROAD] 827  x=520.43  y=5.55  z=851.08  yaw=-90.5
[Ess] [ROAD] 828  x=510.21  y=4.46  z=851.01  yaw=-92.0
[Ess] [ROAD] 829  x=499.83  y=3.40  z=850.71  yaw=-92.0
[Ess] [ROAD] 830  x=489.39  y=2.42  z=850.34  yaw=-92.7
[Ess] [ROAD] 831  x=478.89  y=1.77  z=849.66  yaw=-95.9
[Ess] [ROAD] 832  x=468.42  y=1.71  z=848.66  yaw=-96.0
[Ess] [ROAD] 833  x=458.08  y=1.69  z=847.59  yaw=-96.0
[Ess] [ROAD] 834  x=447.66  y=1.24  z=846.50  yaw=-96.0
[Ess] [ROAD] 835  x=437.27  y=0.63  z=845.42  yaw=-95.5
[Ess] [ROAD] 836  x=426.67  y=-0.01  z=844.57  yaw=-92.0
[Ess] [ROAD] 837  x=416.28  y=-0.63  z=844.22  yaw=-89.7
[Ess] [ROAD] 838  x=405.83  y=-1.26  z=844.25  yaw=-88.2
[Ess] [ROAD] 839  x=395.41  y=-2.03  z=844.55  yaw=-87.2
[Ess] [ROAD] 840  x=384.85  y=-2.81  z=844.87  yaw=-89.6
[Ess] [ROAD] 841  x=374.42  y=-3.51  z=844.97  yaw=-89.9
[Ess] [ROAD] 842  x=364.00  y=-4.01  z=844.87  yaw=-92.4
[Ess] [ROAD] 843  x=353.48  y=-4.45  z=844.49  yaw=-92.6
[Ess] [ROAD] 844  x=342.98  y=-4.65  z=844.04  yaw=-92.5
[Ess] [ROAD] 845  x=332.56  y=-4.82  z=843.58  yaw=-92.5
[Ess] [ROAD] 846  x=322.13  y=-4.81  z=843.13  yaw=-92.0
[Ess] [ROAD] 847  x=312.19  y=-4.80  z=842.91  yaw=-89.1
[Ess] [ROAD] 848  x=301.96  y=-4.79  z=842.99  yaw=-90.3
[Ess] [ROAD] 849  x=291.44  y=-4.74  z=842.89  yaw=-91.5
[Ess] [ROAD] 850  x=280.98  y=-4.69  z=842.66  yaw=-91.5
[Ess] [ROAD] 851  x=270.51  y=-4.67  z=842.18  yaw=-95.7
[Ess] [ROAD] 852  x=260.14  y=-4.67  z=841.25  yaw=-96.2
[Ess] [ROAD] 853  x=249.79  y=-4.67  z=840.16  yaw=-96.4
[Ess] [ROAD] 854  x=239.47  y=-4.67  z=838.77  yaw=-100.1
[Ess] [ROAD] 855  x=229.15  y=-4.67  z=837.03  yaw=-100.3
[Ess] [ROAD] 856  x=219.33  y=-4.77  z=835.13  yaw=-103.2
[Ess] [ROAD] 857  x=209.32  y=-4.89  z=832.72  yaw=-106.9
[Ess] [ROAD] 858  x=199.35  y=-5.10  z=829.67  yaw=-111.5
[Ess] [ROAD] 859  x=189.74  y=-5.76  z=826.08  yaw=-119.6
[Ess] [ROAD] 860  x=180.69  y=-6.41  z=821.06  yaw=-127.9
[Ess] [ROAD] 861  x=172.35  y=-7.08  z=814.92  yaw=-129.4
[Ess] [ROAD] 862  x=164.22  y=-7.92  z=808.37  yaw=-130.6
[Ess] [ROAD] 863  x=156.41  y=-8.75  z=801.50  yaw=-133.8
[Ess] [ROAD] 864  x=148.85  y=-9.69  z=794.35  yaw=-135.4
[Ess] [ROAD] 865  x=141.63  y=-10.64  z=786.85  yaw=-139.4
[Ess] [ROAD] 866  x=134.85  y=-11.67  z=778.77  yaw=-144.1
[Ess] [ROAD] 867  x=128.93  y=-12.63  z=770.26  yaw=-152.6
[Ess] [ROAD] 868  x=124.35  y=-13.55  z=761.00  yaw=-162.0
[Ess] [ROAD] 869  x=121.02  y=-14.66  z=751.32  yaw=-165.2
[Ess] [ROAD] 870  x=118.11  y=-15.92  z=741.34  yaw=-167.8
[Ess] [ROAD] 871  x=115.77  y=-16.83  z=731.22  yaw=-168.1
[Ess] [ROAD] 872  x=113.58  y=-17.60  z=720.97  yaw=-168.0
[Ess] [ROAD] 873  x=111.40  y=-18.18  z=710.66  yaw=-167.6
[Ess] [ROAD] 874  x=108.84  y=-18.74  z=700.52  yaw=-159.2
[Ess] [ROAD] 875  x=105.21  y=-18.95  z=690.80  yaw=-154.9
[Ess] [ROAD] 876  x=100.59  y=-19.04  z=681.41  yaw=-146.5
[Ess] [ROAD] 877  x=94.73  y=-18.65  z=673.06  yaw=-135.2
[Ess] [ROAD] 878  x=87.40  y=-18.04  z=665.86  yaw=-123.4
[Ess] [ROAD] 879  x=78.78  y=-17.32  z=660.38  yaw=-111.6
[Ess] [ROAD] 880  x=69.29  y=-16.70  z=656.59  yaw=-102.7
[Ess] [ROAD] 881  x=59.20  y=-16.12  z=654.50  yaw=-92.6
[Ess] [ROAD] 882  x=48.88  y=-15.61  z=654.01  yaw=-85.8
[Ess] [ROAD] 883  x=38.66  y=-15.29  z=654.68  yaw=-85.0
[Ess] [ROAD] 884  x=28.22  y=-15.42  z=655.30  yaw=-87.1
[Ess] [ROAD] 885  x=17.80  y=-15.40  z=655.79  yaw=-90.0
[Ess] [ROAD] 886  x=7.30  y=-15.40  z=655.75  yaw=-93.4
[Ess] [ROAD] 887  x=-3.16  y=-15.40  z=655.09  yaw=-95.9
[Ess] [ROAD] 888  x=-13.56  y=-15.40  z=654.10  yaw=-95.9
[Ess] [ROAD] 889  x=-23.99  y=-15.47  z=652.99  yaw=-95.9
[Ess] [ROAD] 890  x=-34.31  y=-15.47  z=652.03  yaw=-93.9
[Ess] [ROAD] 891  x=-44.26  y=-15.47  z=651.37  yaw=-92.3
[Ess] [ROAD] 892  x=-54.67  y=-15.47  z=650.94  yaw=-91.2
[Ess] [ROAD] 893  x=-65.24  y=-15.47  z=650.83  yaw=-88.1
[Ess] [ROAD] 894  x=-75.82  y=-15.47  z=651.01  yaw=-89.5
[Ess] [ROAD] 895  x=-86.07  y=-15.47  z=651.13  yaw=-89.7
[Ess] [ROAD] 896  x=-96.51  y=-15.47  z=651.20  yaw=-89.7
[Ess] [ROAD] 897  x=-106.96  y=-15.47  z=651.25  yaw=-90.1
[Ess] [ROAD] 898  x=-117.42  y=-15.47  z=651.08  yaw=-92.6
[Ess] [ROAD] 899  x=-127.87  y=-15.47  z=650.73  yaw=-90.1
[Ess] [ROAD] 900  x=-138.39  y=-15.47  z=650.83  yaw=-86.4
[Ess] [ROAD] 901  x=-148.83  y=-15.47  z=651.24  yaw=-88.4
[Ess] [ROAD] 902  x=-158.85  y=-15.47  z=651.54  yaw=-88.7
[Ess] [ROAD] 903  x=-169.24  y=-15.47  z=651.77  yaw=-89.7
[Ess] [ROAD] 904  x=-179.72  y=-15.47  z=651.83  yaw=-90.3
[Ess] [ROAD] 905  x=-190.35  y=-15.47  z=651.81  yaw=-90.3
[Ess] [ROAD] 906  x=-200.72  y=-15.47  z=651.77  yaw=-90.2
[Ess] [ROAD] 907  x=-211.17  y=-15.47  z=651.72  yaw=-90.2
[Ess] [ROAD] 908  x=-221.65  y=-15.47  z=651.68  yaw=-90.2
[Ess] [ROAD] 909  x=-232.08  y=-15.47  z=651.64  yaw=-90.2
[Ess] [ROAD] 910  x=-242.61  y=-15.47  z=651.60  yaw=-90.2
[Ess] [ROAD] 911  x=-253.10  y=-15.47  z=651.56  yaw=-90.2
[Ess] [ROAD] 912  x=-263.59  y=-15.47  z=651.53  yaw=-90.2
[Ess] [ROAD] 913  x=-274.04  y=-15.47  z=651.49  yaw=-90.2
[Ess] [ROAD] 914  x=-284.00  y=-15.47  z=651.46  yaw=-90.2
[Ess] [ROAD] 915  x=-294.43  y=-15.47  z=651.44  yaw=-90.1
[Ess] [ROAD] 916  x=-304.80  y=-15.47  z=651.41  yaw=-90.1
[Ess] [ROAD] 917  x=-315.39  y=-15.47  z=651.38  yaw=-90.1
[Ess] [ROAD] 918  x=-325.80  y=-15.47  z=651.36  yaw=-90.1
[Ess] [ROAD] 919  x=-336.28  y=-15.47  z=651.34  yaw=-90.1
[Ess] [ROAD] 920  x=-346.84  y=-15.47  z=651.32  yaw=-90.1
[Ess] [ROAD] 921  x=-357.17  y=-15.47  z=651.31  yaw=-90.1
[Ess] [ROAD] 922  x=-367.65  y=-15.47  z=651.29  yaw=-90.1
[Ess] [ROAD] 923  x=-378.14  y=-15.47  z=651.28  yaw=-90.1
[Ess] [ROAD] 924  x=-388.73  y=-15.47  z=651.27  yaw=-90.0
[Ess] [ROAD] 925  x=-399.13  y=-15.47  z=651.26  yaw=-90.0
[Ess] [ROAD] 926  x=-409.52  y=-15.47  z=651.26  yaw=-90.0
[Ess] [ROAD] 927  x=-420.02  y=-15.47  z=651.25  yaw=-90.0
[Ess] [ROAD] 928  x=-430.49  y=-15.47  z=651.25  yaw=-90.0
[Ess] [ROAD] 929  x=-441.04  y=-15.47  z=651.25  yaw=-90.0
[Ess] [ROAD] 930  x=-451.58  y=-15.47  z=651.26  yaw=-90.0
[Ess] [ROAD] 931  x=-462.03  y=-15.47  z=651.26  yaw=-90.0
[Ess] [ROAD] 932  x=-472.52  y=-15.47  z=651.27  yaw=-89.9
[Ess] [ROAD] 933  x=-482.92  y=-15.47  z=651.28  yaw=-89.9
[Ess] [ROAD] 934  x=-493.48  y=-15.47  z=651.29  yaw=-89.9
[Ess] [ROAD] 935  x=-503.91  y=-15.47  z=651.31  yaw=-89.9
[Ess] [ROAD] 936  x=-514.47  y=-15.47  z=651.32  yaw=-89.9
[Ess] [ROAD] 937  x=-524.89  y=-15.47  z=651.34  yaw=-89.9
[Ess] [ROAD] 938  x=-534.94  y=-15.47  z=651.36  yaw=-89.9
[Ess] [ROAD] 939  x=-545.22  y=-15.47  z=651.38  yaw=-89.9
[Ess] [ROAD] 940  x=-555.67  y=-15.47  z=651.41  yaw=-89.9
[Ess] [ROAD] 941  x=-566.39  y=-15.47  z=651.44  yaw=-89.8
[Ess] [ROAD] 942  x=-576.74  y=-15.47  z=651.47  yaw=-89.8
[Ess] [ROAD] 943  x=-587.19  y=-15.47  z=651.50  yaw=-89.8
[Ess] [ROAD] 944  x=-597.70  y=-15.47  z=651.53  yaw=-89.8
[Ess] [ROAD] 945  x=-608.19  y=-15.47  z=651.57  yaw=-89.8
[Ess] [ROAD] 946  x=-618.71  y=-15.47  z=651.61  yaw=-89.8
[Ess] [ROAD] 947  x=-629.17  y=-15.47  z=651.65  yaw=-89.8
[Ess] [ROAD] 948  x=-639.60  y=-15.47  z=651.69  yaw=-89.8
[Ess] [ROAD] 949  x=-650.26  y=-15.47  z=651.73  yaw=-89.7
[Ess] [ROAD] 950  x=-660.65  y=-15.47  z=651.78  yaw=-89.7
[Ess] [ROAD] 951  x=-670.99  y=-15.47  z=651.83  yaw=-89.7
[Ess] [ROAD] 952  x=-681.53  y=-15.47  z=651.88  yaw=-89.7
[Ess] [ROAD] 953  x=-692.04  y=-15.47  z=651.93  yaw=-89.7
[Ess] [ROAD] 954  x=-702.61  y=-15.47  z=651.99  yaw=-89.7
